,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4645円,118分,105.3%,21件
1,1000-1049,5717円,120分,106.3%,23件
2,1050-1099,2022円,112分,102.4%,28件
3,1100-1149,4914円,123分,105.3%,32件
4,1150-1199,4045円,107分,105%,41件
5,1200-1249,6739円,105分,108.6%,33件
6,1250-1299,4928円,109分,106.1%,43件
7,1300-1349,2165円,104分,102.8%,38件
8,1350-1399,5425円,99分,107.3%,46件
9,1400-1449,5083円,96分,107.1%,48件
10,1450-1499,5902円,99分,108%,64件
11,1500-1549,5762円,100分,107.7%,63件
12,1550-1599,5248円,99分,107.1%,60件
13,1600-1649,5171円,91分,107.6%,73件
14,1650-1699,4983円,92分,107.2%,75件
15,1700-1749,6437円,84分,110.2%,72件
16,1750-1799,6686円,82分,110.9%,62件
17,1800-1849,5527円,87分,108.4%,64件
18,1850-1899,6985円,77分,112.2%,57件
19,1900-1949,5992円,79分,110.1%,69件
20,1950-1999,7452円,72分,113.8%,70件
21,2000-2049,6319円,68分,112.4%,61件
22,2050-2099,7649円,63分,116.2%,53件
23,2100-2149,8543円,66分,117.3%,68件
24,2150-2199,6600円,58分,115.1%,48件
25,2200-2249,5543円,57分,113.1%,53件
26,2250-2299,7938円,49分,121.6%,52件
27,2300-2349,9855円,40分,132.8%,53件
28,2350-2399,7112円,42分,122.5%,38件
29,2400-2449,8692円,39分,129.9%,40件
30,2450-2499,9415円,34分,136.4%,35件
31,2500-2549,9079円,39分,131.3%,34件
32,2550-2599,9564円,33分,138.3%,43件
33,2600-2649,10127円,34分,139.5%,44件
34,2650-2699,10517円,33分,142.9%,43件
35,2700-2749,10177円,35分,139.3%,29件
36,2750-2799,10941円,30分,148.1%,33件
37,2800-2849,11400円,28分,154.3%,38件
38,2850-2899,11823円,24分,164.4%,33件
39,2900-2949,12542円,21分,179.1%,19件
