,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-653円,136分,99.4%,25件
1,700-749,959円,120分,101.1%,39件
2,750-799,-701円,147分,99.4%,52件
3,800-849,2393円,130分,102.5%,50件
4,850-899,-228円,132分,99.8%,54件
5,900-949,428円,133分,100.4%,61件
6,950-999,606円,128分,100.6%,79件
7,1000-1049,839円,124分,100.9%,82件
8,1050-1099,459円,125分,100.5%,101件
9,1100-1149,1655円,126分,101.8%,116件
10,1150-1199,1268円,119分,101.4%,122件
11,1200-1249,2376円,110分,102.9%,130件
12,1250-1299,2350円,113分,102.8%,135件
13,1300-1349,2588円,105分,103.3%,127件
14,1350-1399,2027円,107分,102.5%,135件
15,1400-1449,812円,105分,101%,154件
16,1450-1499,1701円,102分,102.2%,138件
17,1500-1549,2566円,98分,103.5%,173件
18,1550-1599,2670円,95分,103.7%,152件
19,1600-1649,3278円,95分,104.6%,166件
20,1650-1699,3896円,93分,105.6%,161件
21,1700-1749,3582円,88分,105.4%,139件
22,1750-1799,2800円,84分,104.4%,165件
23,1800-1849,3581円,79分,106%,173件
24,1850-1899,3264円,78分,105.6%,155件
25,1900-1949,4665円,75分,108.3%,147件
26,1950-1999,4052円,72分,107.5%,119件
27,2000-2049,2739円,71分,105.1%,123件
28,2050-2099,4665円,68分,109.2%,123件
29,2100-2149,4952円,65分,110.2%,109件
30,2150-2199,5233円,58分,112.1%,132件
31,2200-2249,5187円,56分,112.4%,104件
32,2250-2299,5938円,50分,115.9%,103件
33,2300-2349,5365円,50分,114.3%,111件
34,2350-2399,6171円,45分,118.1%,98件
35,2400-2449,6335円,44分,119%,82件
36,2450-2499,6264円,44分,119%,95件
37,2500-2549,6952円,42分,122%,94件
38,2550-2599,6620円,41分,121.6%,80件
39,2600-2649,8393円,37分,129.8%,75件
40,2650-2699,8568円,36分,131.4%,66件
41,2700-2749,9572円,32分,139.4%,68件
42,2750-2799,10252円,33分,141.9%,93件
43,2800-2849,10671円,29分,149.5%,76件
44,2850-2899,12114円,26分,162.7%,61件
45,2900-2949,13333円,22分,179.1%,60件
