,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,5711円,120分,106.4%,1294件
1,1200-1249,6273円,118分,107.1%,1247件
2,1250-1299,6595円,117分,107.5%,1223件
3,1300-1349,5918円,114分,106.9%,1209件
4,1350-1399,5967円,111分,107.2%,1112件
5,1400-1449,6119円,107分,107.6%,1061件
6,1450-1499,6560円,105分,108.3%,998件
7,1500-1549,5888円,103分,107.7%,1018件
8,1550-1599,6633円,100分,108.9%,1023件
9,1600-1649,6349円,97分,108.8%,1003件
10,1650-1699,6634円,93分,109.5%,943件
11,1700-1749,6733円,91分,109.9%,864件
12,1750-1799,7021円,90分,110.4%,913件
13,1800-1849,7311円,85分,111.5%,863件
14,1850-1899,6975円,82分,111.4%,847件
15,1900-1949,7483円,80分,112.5%,867件
16,1950-1999,7434円,77分,112.8%,846件
17,2000-2049,7990円,73分,114.5%,772件
18,2050-2099,7808円,68分,115.3%,802件
19,2100-2149,7455円,64分,115.6%,787件
20,2150-2199,7318円,59分,116.7%,723件
21,2200-2249,7926円,56分,119%,719件
22,2250-2299,7989円,53分,120.2%,712件
23,2300-2349,7790円,49分,121.1%,678件
24,2350-2399,7902円,47分,122.4%,694件
25,2400-2449,8501円,44分,125.6%,652件
26,2450-2499,8635円,43分,126.8%,636件
27,2500-2549,8771円,43分,127.4%,613件
28,2550-2599,9418円,41分,130.4%,567件
29,2600-2649,10138円,38分,135.2%,609件
30,2650-2699,10274円,37分,136.7%,555件
31,2700-2749,10736円,34分,141.5%,575件
32,2750-2799,11579円,33分,147.1%,522件
33,2800-2849,11263円,33分,145.1%,461件
