,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,6382円,102分,108.3%,89件
1,1500-1549,5408円,103分,107%,101件
2,1550-1599,6566円,99分,108.8%,99件
3,1600-1649,7022円,94分,109.9%,126件
4,1650-1699,7216円,94分,110.3%,107件
5,1700-1749,7864円,94分,111.2%,116件
6,1750-1799,8254円,91分,112.1%,103件
7,1800-1849,7148円,85分,111.2%,90件
8,1850-1899,7459円,81分,112.4%,126件
9,1900-1949,6951円,77分,112.1%,115件
10,1950-1999,6300円,76分,111%,103件
11,2000-2049,8993円,70分,117%,107件
12,2050-2099,6592円,68分,112.9%,75件
13,2100-2149,6306円,66分,112.7%,87件
14,2150-2199,7350円,65分,115.1%,68件
15,2200-2249,7244円,60分,116.1%,70件
16,2250-2299,7218円,54分,118%,73件
17,2300-2349,8826円,49分,124%,76件
18,2350-2399,8407円,46分,124.5%,61件
19,2400-2449,7331円,47分,120.6%,63件
20,2450-2499,8715円,45分,125.7%,67件
21,2500-2549,8602円,43分,126.4%,56件
22,2550-2599,9106円,43分,128.4%,68件
23,2600-2649,9083円,44分,127.8%,62件
24,2650-2699,10253円,38分,136.2%,53件
25,2700-2749,11468円,36分,143%,47件
26,2750-2799,11507円,32分,147.8%,44件
27,2800-2849,13091円,29分,160.7%,46件
28,2850-2899,13875円,28分,165%,59件
29,2900-2949,14640円,24分,180.5%,52件
