,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,5318円,128分,105.5%,25件
1,1100-1149,5371円,121分,105.9%,34件
2,1150-1199,7664円,129分,107.9%,29件
3,1200-1249,7486円,122分,108.2%,54件
4,1250-1299,7727円,110分,109.4%,48件
5,1300-1349,6759円,115分,107.8%,48件
6,1350-1399,5545円,107分,106.9%,54件
7,1400-1449,7982円,105分,110.1%,75件
8,1450-1499,8683円,103分,111.3%,62件
9,1500-1549,7098円,104分,109.1%,61件
10,1550-1599,5765円,95分,108.1%,64件
11,1600-1649,6445円,93分,109.2%,59件
12,1650-1699,7583円,95分,110.7%,72件
13,1700-1749,7855円,90分,111.6%,56件
14,1750-1799,6089円,84分,109.7%,73件
15,1800-1849,6776円,84分,110.8%,67件
16,1850-1899,7291円,76分,112.7%,58件
17,1900-1949,7572円,74分,113.6%,77件
18,1950-1999,8402円,75分,115%,79件
19,2000-2049,6078円,68分,111.9%,64件
20,2050-2099,8165円,66分,116.5%,81件
21,2100-2149,7361円,66分,114.9%,82件
22,2150-2199,6087円,59分,113.8%,69件
23,2200-2249,7670円,55分,118.6%,69件
24,2250-2299,7392円,55分,117.8%,67件
25,2300-2349,7238円,50分,119.3%,73件
26,2350-2399,8048円,46分,123.5%,48件
27,2400-2449,6517円,47分,118.5%,50件
28,2450-2499,6609円,48分,118.5%,54件
29,2500-2549,8729円,41分,128.6%,48件
30,2550-2599,10037円,36分,137.3%,29件
31,2600-2649,10336円,36分,138%,42件
32,2650-2699,9544円,36分,135.3%,36件
33,2700-2749,10466円,35分,140.3%,41件
34,2750-2799,11014円,34分,143.4%,48件
35,2800-2849,12854円,29分,160.1%,34件
36,2850-2899,13547円,26分,168.9%,25件
37,2900-2949,14752円,24分,181.6%,40件
