,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,8531円,101分,111.3%,279件
1,1550-1599,9052円,100分,112%,249件
2,1600-1649,8037円,92分,111.6%,232件
3,1650-1699,9625円,93分,113.8%,238件
4,1700-1749,9360円,90分,113.8%,199件
5,1750-1799,9338円,87分,114.3%,220件
6,1800-1849,10576円,83分,117.1%,234件
7,1850-1899,9097円,81分,115%,231件
8,1900-1949,9575円,80分,115.9%,217件
9,1950-1999,9507円,77分,116.4%,168件
10,2000-2049,9612円,72分,117.9%,182件
11,2050-2099,10622円,68分,120.9%,168件
12,2100-2149,11001円,65分,122.4%,180件
13,2150-2199,9398円,62分,120.3%,167件
14,2200-2249,10471円,57分,124.5%,169件
15,2250-2299,10027円,50分,126.7%,166件
16,2300-2349,9421円,46分,127.4%,164件
17,2350-2399,10498円,42分,133.5%,146件
18,2400-2449,11210円,40分,137.5%,145件
19,2450-2499,11067円,40分,137.2%,129件
20,2500-2549,10372円,40分,134.3%,126件
21,2550-2599,11377円,37分,140.7%,105件
22,2600-2649,11865円,37分,142.4%,120件
23,2650-2699,12966円,35分,148.8%,117件
24,2700-2749,12605円,35分,147.4%,113件
25,2750-2799,13195円,31分,157.4%,113件
26,2800-2849,13447円,30分,159.3%,111件
27,2850-2899,14423円,28分,169.2%,91件
28,2900-2949,15065円,24分,185.2%,74件
