,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,5863円,131分,106%,796件
1,900-949,5527円,130分,105.7%,803件
2,950-999,5875円,128分,106.1%,731件
3,1000-1049,5750円,125分,106.1%,719件
4,1050-1099,6074円,125分,106.5%,770件
5,1100-1149,6597円,124分,107.1%,743件
6,1150-1199,5901円,119分,106.6%,683件
7,1200-1249,6088円,115分,107.1%,798件
8,1250-1299,6344円,113分,107.5%,742件
9,1300-1349,6801円,111分,108.2%,727件
10,1350-1399,7838円,107分,109.7%,738件
11,1400-1449,8029円,106分,110.1%,709件
12,1450-1499,7190円,105分,109.1%,716件
13,1500-1549,7362円,99分,109.9%,677件
14,1550-1599,6685円,96分,109.2%,596件
15,1600-1649,7977円,96分,111.1%,587件
16,1650-1699,7079円,91分,110.4%,602件
17,1700-1749,7707円,89分,111.5%,576件
18,1750-1799,7558円,86分,111.7%,606件
19,1800-1849,8108円,83分,113%,532件
20,1850-1899,8677円,80分,114.5%,508件
21,1900-1949,8606円,78分,114.7%,536件
22,1950-1999,8773円,76分,115.5%,509件
23,2000-2049,8527円,72分,115.9%,482件
24,2050-2099,9104円,70分,117.4%,516件
25,2100-2149,9079円,66分,118.4%,506件
26,2150-2199,9409円,62分,120.2%,437件
27,2200-2249,9052円,55分,121.8%,442件
28,2250-2299,8732円,50分,123.5%,435件
29,2300-2349,9176円,44分,127.7%,428件
30,2350-2399,9559円,43分,129.9%,402件
31,2400-2449,9313円,42分,129.7%,404件
32,2450-2499,9417円,40分,131.2%,406件
33,2500-2549,9994円,39分,134.5%,419件
34,2550-2599,10570円,37分,138.3%,372件
35,2600-2649,10736円,36分,139.8%,374件
36,2650-2699,11121円,35分,142.3%,366件
37,2700-2749,11446円,34分,145.4%,334件
38,2750-2799,12569円,31分,154.6%,363件
39,2800-2849,12683円,29分,159.2%,331件
40,2850-2899,13043円,26分,167.9%,307件
41,2900-2949,13986円,23分,180.2%,285件
