,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6141円,114分,107.2%,771件
1,1350-1399,5730円,112分,106.8%,670件
2,1400-1449,6338円,108分,107.8%,673件
3,1450-1499,7041円,106分,108.9%,620件
4,1500-1549,6216円,104分,107.9%,628件
5,1550-1599,6599円,100分,108.8%,670件
6,1600-1649,6484円,96分,109%,609件
7,1650-1699,6539円,94分,109.2%,614件
8,1700-1749,7193円,91分,110.6%,588件
9,1750-1799,7648円,88分,111.5%,564件
10,1800-1849,7010円,87分,110.7%,504件
11,1850-1899,7531円,82分,112.2%,551件
12,1900-1949,8243円,81分,113.5%,515件
13,1950-1999,7376円,75分,113.1%,505件
14,2000-2049,7519円,73分,113.8%,457件
15,2050-2099,7395円,68分,114.5%,463件
16,2100-2149,8102円,63分,117.1%,470件
17,2150-2199,8307円,60分,118.5%,460件
18,2200-2249,7227円,56分,117.2%,465件
19,2250-2299,7984円,53分,119.9%,439件
20,2300-2349,8052円,51分,120.9%,429件
21,2350-2399,8478円,47分,124%,444件
22,2400-2449,8115円,46分,123.6%,370件
23,2450-2499,8735円,44分,126.5%,429件
24,2500-2549,9133円,44分,127.9%,376件
25,2550-2599,9789円,41分,131.9%,379件
26,2600-2649,10098円,41分,133.2%,334件
27,2650-2699,10079円,38分,135.4%,367件
28,2700-2749,10904円,36分,140.4%,306件
29,2750-2799,12014円,33分,148.9%,325件
30,2800-2849,12716円,29分,157.5%,310件
31,2850-2899,13606円,28分,165.7%,278件
32,2900-2949,14758円,25分,179.8%,183件
