,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1965円,140分,101.9%,66件
1,800-849,3971円,129分,104.1%,72件
2,850-899,3704円,120分,104.1%,88件
3,900-949,1676円,126分,101.8%,123件
4,950-999,2954円,127分,103.1%,123件
5,1000-1049,2893円,123分,103.1%,125件
6,1050-1099,2495円,123分,102.7%,149件
7,1100-1149,1770円,124分,101.9%,154件
8,1150-1199,3735円,121分,104.1%,164件
9,1200-1249,4810円,114分,105.6%,171件
10,1250-1299,2871円,114分,103.3%,176件
11,1300-1349,2637円,111分,103.2%,223件
12,1350-1399,4527円,106分,105.7%,200件
13,1400-1449,4510円,109分,105.5%,206件
14,1450-1499,4756円,100分,106.3%,197件
15,1500-1549,5394円,94分,107.7%,208件
16,1550-1599,5318円,95分,107.5%,188件
17,1600-1649,5316円,97分,107.3%,190件
18,1650-1699,5202円,90分,107.7%,166件
19,1700-1749,4618円,87分,107.1%,158件
20,1750-1799,5247円,88分,108%,166件
21,1800-1849,5300円,80分,108.9%,152件
22,1850-1899,5676円,79分,109.6%,146件
23,1900-1949,5857円,75分,110.4%,160件
24,1950-1999,5669円,73分,110.3%,144件
25,2000-2049,6665円,68分,113%,123件
26,2050-2099,7355円,69分,114.2%,137件
27,2100-2149,6471円,63分,113.7%,119件
28,2150-2199,8441円,56分,120.1%,102件
29,2200-2249,6091円,56分,114.4%,94件
30,2250-2299,6932円,50分,118.6%,80件
31,2300-2349,6185円,46分,117.8%,109件
32,2350-2399,8169円,41分,126.3%,119件
33,2400-2449,8471円,39分,129.2%,91件
34,2450-2499,8562円,41分,127.7%,85件
35,2500-2549,8382円,42分,126.8%,77件
36,2550-2599,9840円,37分,135.4%,86件
37,2600-2649,9140円,37分,133%,80件
38,2650-2699,10113円,35分,138.1%,72件
39,2700-2749,10137円,34分,140%,75件
40,2750-2799,10802円,31分,146.7%,71件
41,2800-2849,10863円,28分,151.9%,67件
42,2850-2899,12757円,26分,165.8%,86件
43,2900-2949,13402円,21分,184.8%,63件
