,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,9892円,102分,112.9%,64件
1,1500-1549,9808円,104分,112.6%,63件
2,1550-1599,9132円,103分,111.9%,60件
3,1600-1649,8745円,94分,112.3%,73件
4,1650-1699,8630円,95分,112.1%,75件
5,1700-1749,9868円,87分,115.1%,72件
6,1750-1799,10006円,85分,115.8%,62件
7,1800-1849,9021円,90分,113.3%,64件
8,1850-1899,10236円,79分,117.2%,57件
9,1900-1949,9149円,82分,114.8%,69件
10,1950-1999,10588円,75分,118.9%,70件
11,2000-2049,9023円,70分,117.1%,61件
12,2050-2099,10420円,65分,121.3%,53件
13,2100-2149,11466円,68分,122.4%,68件
14,2150-2199,9043円,60分,120%,48件
15,2200-2249,7768円,59分,117.7%,53件
16,2250-2299,9993円,51分,126.3%,52件
17,2300-2349,11836円,42分,137.7%,53件
18,2350-2399,8954円,44分,127.2%,38件
19,2400-2449,10534円,40分,134.7%,40件
20,2450-2499,11257円,36分,141.6%,35件
21,2500-2549,10921円,40分,136.1%,34件
22,2550-2599,11406円,35分,143.5%,43件
23,2600-2649,11969円,36分,144.5%,44件
24,2650-2699,12359円,34分,148%,43件
25,2700-2749,12019円,36分,144.3%,29件
26,2750-2799,12782円,32分,153.3%,33件
27,2800-2849,13241円,30分,159.6%,38件
28,2850-2899,13665円,26分,169.8%,33件
29,2900-2949,14384円,23分,184.2%,19件
