,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1555円,156分,98.7%,26704件
1,300-349,-1335円,155分,98.9%,8083件
2,350-399,-813円,154分,99.3%,4303件
3,400-449,-770円,151分,99.3%,2937件
4,450-499,-442円,148分,99.6%,2450件
5,500-549,-586円,148分,99.5%,2057件
6,550-599,-411円,146分,99.6%,1971件
7,600-649,-162円,143分,99.8%,1884件
8,650-699,-194円,142分,99.8%,1892件
9,700-749,173円,138分,100.2%,1818件
10,750-799,39円,137分,100%,1853件
11,800-849,173円,135分,100.2%,1804件
12,850-899,540円,133分,100.5%,1825件
13,900-949,551円,130分,100.6%,1647件
14,950-999,823円,126分,100.9%,1906件
15,1000-1049,1074円,124分,101.2%,1946件
16,1050-1099,1474円,122分,101.6%,1830件
17,1100-1149,1729円,120分,101.9%,1803件
18,1150-1199,1664円,120分,101.9%,1695件
19,1200-1249,1329円,117分,101.5%,1703件
20,1250-1299,1808円,113分,102.1%,1586件
21,1300-1349,2184円,109分,102.7%,1543件
22,1350-1399,2472円,109分,103%,1447件
23,1400-1449,2115円,106分,102.7%,1449件
24,1450-1499,2848円,102分,103.7%,1460件
25,1500-1549,2569円,100分,103.4%,1445件
26,1550-1599,2754円,97分,103.8%,1348件
27,1600-1649,2885円,95分,104.1%,1284件
28,1650-1699,3407円,93分,104.9%,1324件
29,1700-1749,3681円,88分,105.6%,1254件
30,1750-1799,3770円,87分,105.8%,1272件
31,1800-1849,4006円,84分,106.4%,1245件
32,1850-1899,3978円,82分,106.5%,1188件
33,1900-1949,4583円,78分,107.8%,1139件
34,1950-1999,4614円,73分,108.4%,1180件
35,2000-2049,4433円,69分,108.5%,1112件
36,2050-2099,4476円,65分,109.1%,1071件
37,2100-2149,5176円,62分,111.1%,1049件
38,2150-2199,5339円,59分,112%,1005件
39,2200-2249,5287円,56分,112.6%,977件
40,2250-2299,5509円,53分,114%,988件
41,2300-2349,5842円,49分,115.9%,967件
42,2350-2399,5989円,46分,117.3%,940件
43,2400-2449,6177円,45分,118.3%,877件
44,2450-2499,6896円,43分,121.6%,873件
45,2500-2549,6989円,42分,122.4%,852件
46,2550-2599,7369円,40分,124.3%,810件
47,2600-2649,7916円,38分,127.9%,847件
48,2650-2699,8476円,36分,131.1%,779件
49,2700-2749,8438円,36分,131.1%,655件
