,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-324円,140分,99.7%,53件
1,700-749,501円,137分,100.5%,68件
2,750-799,66円,131分,100.1%,96件
3,800-849,1398円,134分,101.4%,92件
4,850-899,80円,129分,100.1%,96件
5,900-949,1300円,129分,101.3%,114件
6,950-999,-67円,128分,99.9%,133件
7,1000-1049,377円,126分,100.4%,117件
8,1050-1099,1212円,122分,101.3%,143件
9,1100-1149,2086円,118分,102.4%,176件
10,1150-1199,1398円,118分,101.6%,159件
11,1200-1249,1703円,117分,101.9%,197件
12,1250-1299,1754円,115分,102%,180件
13,1300-1349,2159円,109分,102.6%,209件
14,1350-1399,1220円,110分,101.5%,224件
15,1400-1449,1972円,107分,102.5%,211件
16,1450-1499,2672円,100分,103.5%,175件
17,1500-1549,2046円,104分,102.6%,185件
18,1550-1599,3074円,97分,104.2%,197件
19,1600-1649,2262円,96分,103.1%,199件
20,1650-1699,3917円,89分,105.9%,208件
21,1700-1749,2306円,88分,103.5%,188件
22,1750-1799,4636円,83分,107.5%,186件
23,1800-1849,4483円,83分,107.2%,185件
24,1850-1899,3750円,78分,106.4%,153件
25,1900-1949,4045円,76分,107.1%,169件
26,1950-1999,4732円,70分,109%,153件
27,2000-2049,4922円,68分,109.6%,161件
28,2050-2099,5954円,65分,112.3%,140件
29,2100-2149,6568円,61分,114.3%,137件
30,2150-2199,5835円,55分,114.1%,112件
31,2200-2249,5757円,55分,113.9%,120件
32,2250-2299,5973円,52分,115.4%,125件
33,2300-2349,5744円,50分,115.4%,120件
34,2350-2399,4495円,50分,112%,113件
35,2400-2449,7110円,43分,121.9%,112件
36,2450-2499,6745円,43分,121.2%,109件
37,2500-2549,6988円,42分,122.2%,106件
38,2550-2599,7350円,40分,124.6%,104件
39,2600-2649,8481円,37分,131%,92件
40,2650-2699,7899円,36分,129%,101件
41,2700-2749,8893円,35分,134%,91件
42,2750-2799,10133円,31分,144%,84件
43,2800-2849,10825円,29分,150%,65件
44,2850-2899,11783円,25分,163%,83件
45,2900-2949,12384円,25分,166.2%,72件
