,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1405円,145分,101.3%,3182件
1,600-649,1367円,144分,101.3%,3171件
2,650-699,1348円,142分,101.3%,3154件
3,700-749,1582円,141分,101.5%,3157件
4,750-799,1906円,138分,101.8%,3006件
5,800-849,1700円,134分,101.7%,3267件
6,850-899,2040円,133分,102%,3358件
7,900-949,2188円,130分,102.2%,3220件
8,950-999,2549円,128分,102.7%,3133件
9,1000-1049,2511円,127分,102.6%,2999件
10,1050-1099,2371円,125分,102.5%,2978件
11,1100-1149,2660円,121分,102.9%,2780件
12,1150-1199,2890円,118分,103.3%,2722件
13,1200-1249,3006円,117分,103.4%,2612件
14,1250-1299,3305円,115分,103.8%,2542件
15,1300-1349,3306円,111分,104%,2508件
16,1350-1399,3036円,110分,103.7%,2507件
17,1400-1449,3613円,105分,104.6%,2425件
18,1450-1499,3594円,104分,104.6%,2301件
19,1500-1549,3896円,101分,105.1%,2342件
20,1550-1599,4006円,98分,105.4%,2209件
21,1600-1649,4125円,96分,105.8%,2222件
22,1650-1699,4192円,93分,106%,2219件
23,1700-1749,4274円,90分,106.3%,2115件
24,1750-1799,4542円,88分,106.9%,1986件
25,1800-1849,4345円,84分,106.9%,2068件
26,1850-1899,4665円,80分,107.7%,2019件
27,1900-1949,4347円,77分,107.6%,1810件
28,1950-1999,5171円,74分,109.4%,1886件
29,2000-2049,5333円,71分,110.1%,1791件
30,2050-2099,5257円,68分,110.4%,1776件
31,2100-2149,5285円,65分,110.9%,1744件
32,2150-2199,5492円,62分,111.9%,1721件
33,2200-2249,5703円,58分,113.1%,1634件
34,2250-2299,5917円,55分,114.5%,1564件
35,2300-2349,6452円,50分,117.2%,1568件
36,2350-2399,6262円,49分,117.1%,1524件
37,2400-2449,6759円,46分,119.7%,1490件
38,2450-2499,7173円,44分,121.8%,1488件
39,2500-2549,7508円,43分,123.2%,1410件
40,2550-2599,7518円,43分,123.5%,1177件
