,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,6136円,131分,106.2%,36件
1,950-999,3985円,122分,104.3%,43件
2,1000-1049,5796円,129分,106%,41件
3,1050-1099,5211円,115分,106%,53件
4,1100-1149,7483円,119分,108.4%,45件
5,1150-1199,5106円,122分,105.6%,64件
6,1200-1249,2940円,114分,103.4%,57件
7,1250-1299,5405円,111分,106.5%,65件
8,1300-1349,7039円,106分,108.9%,82件
9,1350-1399,6043円,110分,107.3%,84件
10,1400-1449,7015円,106分,108.8%,86件
11,1450-1499,6861円,106分,108.7%,86件
12,1500-1549,5694円,101分,107.5%,95件
13,1550-1599,5307円,102分,107%,109件
14,1600-1649,6181円,94分,108.7%,95件
15,1650-1699,6239円,93分,109%,85件
16,1700-1749,6156円,95分,108.6%,100件
17,1750-1799,7765円,84分,112.3%,93件
18,1800-1849,6870円,86分,110.6%,99件
19,1850-1899,8449円,78分,114.4%,105件
20,1900-1949,5573円,78分,109.5%,88件
21,1950-1999,8464円,70分,116.2%,84件
22,2000-2049,8822円,74分,116%,99件
23,2050-2099,7668円,65分,115.6%,72件
24,2100-2149,6582円,65分,113.5%,77件
25,2150-2199,7103円,59分,116.2%,68件
26,2200-2249,9500円,52分,124.4%,84件
27,2250-2299,7309円,51分,119.3%,48件
28,2300-2349,8958円,46分,126.1%,61件
29,2350-2399,8899円,42分,128.4%,51件
30,2400-2449,8730円,43分,127%,50件
31,2450-2499,8725円,40分,129.1%,57件
32,2500-2549,9717円,40分,132.7%,60件
33,2550-2599,9386円,40分,131.1%,61件
34,2600-2649,9411円,41分,130.8%,46件
35,2650-2699,9659円,38分,133.9%,49件
36,2700-2749,10553円,35分,140.7%,52件
37,2750-2799,11014円,32分,146%,47件
38,2800-2849,11633円,29分,153.8%,33件
39,2850-2899,12404円,25分,167.1%,50件
40,2900-2949,14088円,25分,175.6%,38件
