,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,4950円,138分,104.8%,60件
1,850-899,6996円,127分,107.3%,54件
2,900-949,5503円,119分,106.2%,66件
3,950-999,3815円,127分,104%,98件
4,1000-1049,5312円,127分,105.6%,105件
5,1050-1099,6043円,124分,106.5%,99件
6,1100-1149,4998円,122分,105.5%,128件
7,1150-1199,4196円,123分,104.5%,124件
8,1200-1249,6850円,118分,107.7%,136件
9,1250-1299,7359円,115分,108.5%,145件
10,1300-1349,5656円,112分,106.7%,154件
11,1350-1399,4918円,109分,106%,178件
12,1400-1449,6940円,105分,108.8%,171件
13,1450-1499,7074円,108分,108.8%,174件
14,1500-1549,6959円,99分,109.3%,172件
15,1550-1599,7883円,92分,111.4%,179件
16,1600-1649,7797円,93分,111.2%,157件
17,1650-1699,7764円,94分,111%,163件
18,1700-1749,7645円,87分,111.7%,142件
19,1750-1799,6718円,85分,110.6%,146件
20,1800-1849,7355円,85分,111.5%,135件
21,1850-1899,7335円,77分,112.7%,127件
22,1900-1949,7234円,76分,112.6%,117件
23,1950-1999,7601円,73分,113.8%,129件
24,2000-2049,8174円,70分,115.6%,120件
25,2050-2099,8436円,66分,117.2%,98件
26,2100-2149,9380円,67分,118.6%,109件
27,2150-2199,8309円,60分,118.5%,95件
28,2200-2249,10169円,53分,125.5%,82件
29,2250-2299,7472円,53分,118.9%,79件
30,2300-2349,8475円,46分,124.4%,71件
31,2350-2399,7580円,44分,122.8%,91件
32,2400-2449,9590円,40分,132.3%,96件
33,2450-2499,9910円,37分,135.6%,78件
34,2500-2549,9411円,42分,130%,66件
35,2550-2599,9977円,40分,133%,66件
36,2600-2649,11562円,36分,143.3%,69件
37,2650-2699,10923円,34分,142.4%,70件
38,2700-2749,11738円,34分,146.4%,61件
39,2750-2799,11752円,31分,150.2%,65件
40,2800-2849,12261円,28分,157.5%,56件
41,2850-2899,12123円,25分,164.3%,52件
42,2900-2949,14604円,24分,181.9%,64件
