,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,6844円,137分,106.7%,50件
1,900-949,8432円,129分,108.7%,47件
2,950-999,7553円,114分,108.8%,57件
3,1000-1049,5484円,124分,105.9%,87件
4,1050-1099,6348円,123分,106.9%,79件
5,1100-1149,7720円,121分,108.5%,83件
6,1150-1199,7166円,116分,108.2%,102件
7,1200-1249,5353円,121分,105.9%,103件
8,1250-1299,8193円,117分,109.4%,111件
9,1300-1349,9242円,111分,111.1%,125件
10,1350-1399,7349円,110分,108.9%,124件
11,1400-1449,5793円,107分,107.2%,150件
12,1450-1499,8454円,102分,111%,139件
13,1500-1549,8447円,106分,110.7%,151件
14,1550-1599,8360円,96分,111.7%,149件
15,1600-1649,9456円,90分,114%,155件
16,1650-1699,8921円,90分,113.2%,128件
17,1700-1749,9178円,91分,113.4%,131件
18,1750-1799,9412円,84分,115%,118件
19,1800-1849,8189円,82分,113.3%,126件
20,1850-1899,8693円,83分,113.9%,107件
21,1900-1949,8447円,72分,115.5%,105件
22,1950-1999,8925円,74分,116.2%,99件
23,2000-2049,8739円,71分,116.5%,111件
24,2050-2099,9217円,66分,118.6%,95件
25,2100-2149,11007円,61分,124.1%,79件
26,2150-2199,10990円,63分,123.1%,92件
27,2200-2249,9686円,57分,122.7%,76件
28,2250-2299,11948円,50分,132%,63件
29,2300-2349,8729円,49分,123.6%,62件
30,2350-2399,8654円,44分,126.3%,53件
31,2400-2449,8648円,41分,127.8%,73件
32,2450-2499,11249円,35分,143%,74件
33,2500-2549,11039円,35分,142%,67件
34,2550-2599,10772円,39分,136.7%,58件
35,2600-2649,10888円,38分,137.8%,50件
36,2650-2699,12595円,34分,149.8%,55件
37,2700-2749,11939円,32分,149.1%,56件
38,2750-2799,13432円,31分,158.1%,47件
39,2800-2849,13228円,28分,162.5%,57件
40,2850-2899,13627円,25分,172.9%,49件
41,2900-2949,13504円,23分,178.5%,36件
