,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4669円,119分,105.2%,1414件
1,1250-1299,5199円,117分,105.9%,1270件
2,1300-1349,4754円,115分,105.5%,1304件
3,1350-1399,4829円,111分,105.8%,1291件
4,1400-1449,4785円,109分,105.9%,1262件
5,1450-1499,4787円,106分,106%,1265件
6,1500-1549,5591円,103分,107.3%,1203件
7,1550-1599,5589円,100分,107.5%,1196件
8,1600-1649,5758円,98分,107.8%,1086件
9,1650-1699,5722円,94分,108.1%,1111件
10,1700-1749,5837円,93分,108.4%,1040件
11,1750-1799,5421円,89分,108.1%,1045件
12,1800-1849,5847円,86分,109.1%,973件
13,1850-1899,6154円,82分,110%,1013件
14,1900-1949,5939円,78分,110.1%,963件
15,1950-1999,6221円,75分,111%,934件
16,2000-2049,5955円,71分,111.2%,952件
17,2050-2099,6318円,69分,112.3%,892件
18,2100-2149,6311円,66分,112.7%,895件
19,2150-2199,6791円,63分,114.5%,909件
20,2200-2249,6773円,59分,115.3%,800件
21,2250-2299,6321円,55分,115.2%,799件
22,2300-2349,6877円,53分,117.4%,786件
23,2350-2399,7355円,49分,120.1%,791件
24,2400-2449,7747円,47分,121.8%,730件
25,2450-2499,7563円,46分,122%,755件
26,2500-2549,8516円,44分,126%,696件
27,2550-2599,8990円,43分,128%,679件
28,2600-2649,9373円,41分,130.8%,634件
29,2650-2699,9949円,39分,134%,574件
30,2700-2749,10865円,36分,140.6%,479件
31,2750-2799,11607円,33分,147.2%,412件
32,2800-2849,12178円,30分,154.5%,329件
33,2850-2899,13518円,27分,166.9%,242件
34,2900-2949,14396円,23分,182.8%,188件
