,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,7685円,125分,108.2%,99件
1,1100-1149,6566円,123分,107.1%,128件
2,1150-1199,5739円,125分,106.1%,124件
3,1200-1249,8468円,120分,109.4%,136件
4,1250-1299,8933円,116分,110.2%,145件
5,1300-1349,7132円,114分,108.4%,154件
6,1350-1399,6341円,111分,107.6%,178件
7,1400-1449,8366円,106分,110.5%,171件
8,1450-1499,8564円,109分,110.5%,174件
9,1500-1549,8316円,100分,111%,172件
10,1550-1599,9176円,93分,113.1%,179件
11,1600-1649,9099円,94分,112.9%,157件
12,1650-1699,9081円,96分,112.7%,163件
13,1700-1749,8874円,89分,113.4%,142件
14,1750-1799,7872円,86分,112.2%,146件
15,1800-1849,8541円,86分,113.2%,135件
16,1850-1899,8406円,78分,114.4%,127件
17,1900-1949,8299円,77分,114.3%,117件
18,1950-1999,8619円,74分,115.5%,129件
19,2000-2049,9187円,71分,117.3%,120件
20,2050-2099,9402円,66分,118.9%,98件
21,2100-2149,10416円,68分,120.4%,109件
22,2150-2199,9190円,61分,120.2%,95件
23,2200-2249,11014円,54分,127.2%,82件
24,2250-2299,8207円,54分,120.5%,79件
25,2300-2349,9175円,47分,126.1%,71件
26,2350-2399,8246円,45分,124.5%,91件
27,2400-2449,10242円,40分,134%,96件
28,2450-2499,10555円,38分,137.3%,78件
29,2500-2549,10056円,42分,131.6%,66件
30,2550-2599,10622円,41分,134.6%,66件
31,2600-2649,12207円,36分,145%,69件
32,2650-2699,11568円,35分,144.1%,70件
33,2700-2749,12383円,34分,148.1%,61件
34,2750-2799,12397円,32分,152%,65件
35,2800-2849,12906円,29分,159.3%,56件
36,2850-2899,12768円,26分,166.2%,52件
37,2900-2949,15249円,24分,183.5%,64件
