,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-974円,155分,99.2%,45件
1,550-599,-36円,147分,100%,74件
2,600-649,986円,143分,100.9%,101件
3,650-699,16円,140分,100%,132件
4,700-749,1102円,137分,101.1%,129件
5,750-799,1164円,135分,101.1%,140件
6,800-849,1006円,136分,101%,161件
7,850-899,367円,136分,100.4%,196件
8,900-949,1043円,131分,101.1%,189件
9,950-999,1455円,130分,101.5%,193件
10,1000-1049,2588円,124分,102.8%,260件
11,1050-1099,2103円,123分,102.3%,229件
12,1100-1149,2289円,122分,102.5%,283件
13,1150-1199,2331円,122分,102.6%,267件
14,1200-1249,2484円,115分,102.9%,305件
15,1250-1299,1613円,115分,101.9%,323件
16,1300-1349,2416円,113分,102.8%,312件
17,1350-1399,2828円,109分,103.5%,265件
18,1400-1449,2231円,111分,102.7%,278件
19,1450-1499,2992円,102分,103.9%,293件
20,1500-1549,2546円,103分,103.3%,286件
21,1550-1599,3810円,96分,105.3%,285件
22,1600-1649,2923円,93分,104.2%,275件
23,1650-1699,4714円,90分,107%,276件
24,1700-1749,4895円,89分,107.3%,296件
25,1750-1799,4237円,85分,106.6%,246件
26,1800-1849,4319円,83分,106.9%,252件
27,1850-1899,4723円,78分,108%,230件
28,1900-1949,4853円,74分,108.7%,230件
29,1950-1999,5882円,72分,110.9%,208件
30,2000-2049,5498円,70分,110.5%,201件
31,2050-2099,5603円,64分,111.7%,187件
32,2100-2149,5792円,64分,112.1%,185件
33,2150-2199,6271円,59分,114.2%,185件
34,2200-2249,5271円,58分,112.1%,175件
35,2250-2299,3773円,58分,108.6%,160件
36,2300-2349,6088円,49分,116.6%,155件
37,2350-2399,6007円,48分,116.8%,152件
38,2400-2449,6452円,45分,119.2%,152件
39,2450-2499,6844円,44分,120.5%,153件
40,2500-2549,7043円,42分,122.2%,127件
41,2550-2599,7279円,40分,124.2%,147件
42,2600-2649,7742円,40分,125.6%,121件
43,2650-2699,9077円,35分,134.1%,127件
44,2700-2749,9889円,34分,138.7%,100件
45,2750-2799,10391円,32分,143.5%,119件
46,2800-2849,10949円,31分,146.8%,104件
47,2850-2899,12378円,26分,163.9%,100件
48,2900-2949,13807円,22分,182.2%,91件
