,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,-1778円,152分,98.4%,39件
1,600-649,-635円,144分,99.4%,61件
2,650-699,515円,139分,100.5%,81件
3,700-749,151円,135分,100.1%,116件
4,750-799,756円,135分,100.7%,107件
5,800-849,455円,131分,100.5%,114件
6,850-899,746円,133分,100.7%,136件
7,900-949,-301円,133分,99.7%,161件
8,950-999,-335円,131分,99.7%,142件
9,1000-1049,1397円,124分,101.5%,170件
10,1050-1099,1973円,119分,102.2%,211件
11,1100-1149,1543円,119分,101.7%,190件
12,1150-1199,1443円,120分,101.6%,231件
13,1200-1249,1953円,117分,102.2%,218件
14,1250-1299,1863円,112分,102.2%,250件
15,1300-1349,1366円,112分,101.6%,265件
16,1350-1399,1837円,110分,102.2%,252件
17,1400-1449,2390円,104分,103.1%,211件
18,1450-1499,1766円,108分,102.2%,221件
19,1500-1549,2745円,100分,103.7%,244件
20,1550-1599,2027円,100分,102.7%,239件
21,1600-1649,3324円,92分,104.8%,236件
22,1650-1699,2195円,90分,103.3%,224件
23,1700-1749,4520円,85分,107.1%,228件
24,1750-1799,4741円,85分,107.4%,236件
25,1800-1849,3972円,81分,106.6%,197件
26,1850-1899,4036円,79分,106.8%,207件
27,1900-1949,4524円,74分,108.2%,186件
28,1950-1999,4523円,71分,108.5%,194件
29,2000-2049,5984円,68分,111.7%,169件
30,2050-2099,5663円,65分,111.6%,163件
31,2100-2149,5283円,59分,111.9%,145件
32,2150-2199,5499円,59分,112.4%,154件
33,2200-2249,5733円,56分,113.7%,150件
34,2250-2299,4913円,54分,112.1%,139件
35,2300-2349,3926円,53分,109.8%,129件
36,2350-2399,6558円,45分,119.4%,134件
37,2400-2449,6050円,45分,118.1%,127件
38,2450-2499,6790円,42分,121.4%,135件
39,2500-2549,7193円,41分,123.2%,128件
40,2550-2599,7465円,40分,125%,106件
41,2600-2649,7202円,39分,124.8%,118件
42,2650-2699,7898円,38分,127.7%,102件
43,2700-2749,9214円,33分,136.7%,100件
44,2750-2799,10070円,32分,142.3%,80件
45,2800-2849,11091円,28分,152.1%,99件
46,2850-2899,11555円,28分,155.8%,92件
47,2900-2949,12579円,23分,173.6%,71件
