,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-2009円,154分,98.3%,269件
1,350-399,-160円,150分,99.9%,453件
2,400-449,-1056円,151分,99.1%,719件
3,450-499,-1144円,150分,99%,837件
4,500-549,-14円,145分,100%,923件
5,550-599,-107円,143分,99.9%,928件
6,600-649,53円,140分,100.1%,964件
7,650-699,102円,141分,100.1%,987件
8,700-749,-269円,140分,99.7%,960件
9,750-799,270円,137分,100.3%,987件
10,800-849,70円,135分,100.1%,964件
11,850-899,1199円,131分,101.2%,927件
12,900-949,233円,132分,100.2%,1114件
13,950-999,973円,126分,101%,1075件
14,1000-1049,824円,125分,100.9%,1127件
15,1050-1099,1404円,122分,101.5%,975件
16,1100-1149,1353円,119分,101.5%,1001件
17,1150-1199,1399円,120分,101.6%,869件
18,1200-1249,1962円,116分,102.3%,870件
19,1250-1299,2025円,115分,102.4%,760件
20,1300-1349,1474円,110分,101.8%,690件
21,1350-1399,2014円,108分,102.5%,705件
22,1400-1449,2946円,106分,103.7%,668件
23,1450-1499,2098円,104分,102.7%,623件
24,1500-1549,2428円,102分,103.2%,643件
25,1550-1599,3244円,96分,104.5%,654件
26,1600-1649,3280円,93分,104.7%,634件
27,1650-1699,3894円,92分,105.6%,532件
28,1700-1749,3453円,89分,105.2%,519件
29,1750-1799,3970円,86分,106.1%,531件
30,1800-1849,3683円,83分,105.9%,508件
31,1850-1899,3846円,79分,106.5%,508件
32,1900-1949,4435円,76分,107.8%,475件
33,1950-1999,4611円,72分,108.5%,452件
34,2000-2049,4339円,68分,108.5%,451件
35,2050-2099,4698円,66分,109.5%,434件
36,2100-2149,4856円,61分,110.5%,430件
37,2150-2199,5252円,61分,111.6%,399件
38,2200-2249,5262円,56分,112.5%,394件
39,2250-2299,5616円,52分,114.5%,378件
40,2300-2349,5901円,49分,115.9%,381件
41,2350-2399,6392円,46分,118.4%,346件
42,2400-2449,6150円,46分,117.8%,327件
43,2450-2499,6475円,44分,119.7%,315件
44,2500-2549,7325円,42分,123.2%,333件
45,2550-2599,7409円,41分,124.2%,305件
46,2600-2649,8078円,39分,127.9%,280件
47,2650-2699,8735円,36分,131.9%,318件
48,2700-2749,9539円,34分,137.5%,289件
49,2750-2799,9932円,31分,142.9%,306件
50,2800-2849,11145円,29分,152%,268件
51,2850-2899,11861円,25分,163.1%,260件
52,2900-2949,12947円,22分,177%,212件
