,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2538円,148分,102.3%,112件
1,650-699,2859円,145分,102.6%,135件
2,700-749,2655円,135分,102.6%,156件
3,750-799,1046円,140分,101%,189件
4,800-849,3672円,135分,103.6%,210件
5,850-899,2850円,134分,102.8%,229件
6,900-949,3681円,128分,103.8%,272件
7,950-999,2398円,132分,102.4%,277件
8,1000-1049,3518円,129分,103.6%,269件
9,1050-1099,4205円,123分,104.6%,311件
10,1100-1149,2900円,125分,103.1%,327件
11,1150-1199,3217円,120分,103.6%,360件
12,1200-1249,4549円,115分,105.3%,353件
13,1250-1299,4628円,118分,105.3%,351件
14,1300-1349,4249円,111分,105.1%,342件
15,1350-1399,5038円,104分,106.5%,343件
16,1400-1449,4602円,105分,105.8%,330件
17,1450-1499,4807円,104分,106.2%,334件
18,1500-1549,4704円,102分,106.2%,283件
19,1550-1599,3978円,99分,105.4%,273件
20,1600-1649,4692円,96分,106.5%,274件
21,1650-1699,5243円,92分,107.6%,286件
22,1700-1749,5193円,89分,107.8%,249件
23,1750-1799,4667円,88分,107.1%,255件
24,1800-1849,5574円,86分,108.6%,263件
25,1850-1899,5864円,79分,109.9%,223件
26,1900-1949,6365円,81分,110.5%,199件
27,1950-1999,6147円,73分,111.2%,216件
28,2000-2049,7386円,69分,114.2%,197件
29,2050-2099,4966円,69分,109.6%,173件
30,2100-2149,7095円,63分,115.1%,162件
31,2150-2199,6095円,59分,113.9%,179件
32,2200-2249,6491円,55分,115.7%,184件
33,2250-2299,7671円,50分,120.6%,164件
34,2300-2349,7396円,49分,120%,157件
35,2350-2399,6636円,48分,118.6%,143件
36,2400-2449,8259円,43分,125.5%,140件
37,2450-2499,7358円,46分,121.5%,140件
38,2500-2549,8278円,42分,126.3%,123件
39,2550-2599,8936円,41分,129%,130件
40,2600-2649,8614円,40分,128.6%,114件
41,2650-2699,9652円,36分,135.7%,120件
42,2700-2749,10533円,35分,140.3%,145件
43,2750-2799,10927円,32分,145.4%,124件
44,2800-2849,11870円,29分,154.4%,110件
45,2850-2899,13551円,26分,169.7%,107件
46,2900-2949,13718円,24分,175.9%,102件
