,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-693円,151分,99.4%,18671件
1,400-449,-463円,151分,99.6%,5709件
2,450-499,54円,148分,100%,3014件
3,500-549,154円,145分,100.1%,2063件
4,550-599,224円,144分,100.2%,1729件
5,600-649,38円,142分,100%,1427件
6,650-699,363円,141分,100.3%,1407件
7,700-749,593円,137分,100.6%,1327件
8,750-799,614円,137分,100.6%,1374件
9,800-849,980円,132分,101%,1227件
10,850-899,698円,131分,100.7%,1245件
11,900-949,1142円,129分,101.2%,1288件
12,950-999,1342円,129分,101.4%,1274件
13,1000-1049,1301円,125分,101.4%,1144件
14,1050-1099,1772円,120分,102%,1355件
15,1100-1149,1908円,118分,102.2%,1351件
16,1150-1199,2188円,117分,102.5%,1294件
17,1200-1249,2747円,115分,103.2%,1247件
18,1250-1299,3065円,114分,103.6%,1223件
19,1300-1349,2525円,111分,103%,1209件
20,1350-1399,2677円,108分,103.3%,1112件
21,1400-1449,2924円,104分,103.7%,1061件
22,1450-1499,3382円,102分,104.4%,998件
23,1500-1549,2842円,100分,103.8%,1018件
24,1550-1599,3602円,97分,104.9%,1023件
25,1600-1649,3446円,94分,104.9%,1003件
26,1650-1699,3819円,91分,105.6%,943件
27,1700-1749,3933円,89分,105.9%,864件
28,1750-1799,4266円,87分,106.5%,913件
29,1800-1849,4665円,82分,107.5%,863件
30,1850-1899,4437円,80分,107.4%,847件
31,1900-1949,4966円,77分,108.5%,867件
32,1950-1999,5005円,75分,108.9%,846件
33,2000-2049,5616円,71分,110.5%,772件
34,2050-2099,5601円,66分,111.3%,802件
35,2100-2149,5423円,62分,111.7%,787件
36,2150-2199,5440円,57分,112.7%,723件
37,2200-2249,6107円,54分,115%,719件
38,2250-2299,6258円,51分,116.3%,712件
39,2300-2349,6155円,48分,117.2%,678件
40,2350-2399,6340円,46分,118.5%,694件
41,2400-2449,6966円,43分,121.6%,652件
42,2450-2499,7107円,42分,122.8%,636件
43,2500-2549,7243円,41分,123.4%,613件
44,2550-2599,7890円,40分,126.3%,567件
45,2600-2649,8610円,37分,131%,609件
46,2650-2699,8746円,36分,132.5%,555件
47,2700-2749,9208円,33分,137%,575件
48,2750-2799,10050円,31分,142.6%,522件
49,2800-2849,9734円,32分,140.6%,461件
