,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-3050円,169分,97.6%,47件
1,400-449,-1598円,153分,98.6%,70件
2,450-499,-1767円,148分,98.4%,104件
3,500-549,-1266円,148分,98.9%,136件
4,550-599,-1390円,140分,98.7%,179件
5,600-649,-359円,138分,99.7%,204件
6,650-699,-425円,139分,99.6%,215件
7,700-749,-309円,137分,99.7%,239件
8,750-799,-1333円,138分,98.7%,281件
9,800-849,-281円,135分,99.7%,288件
10,850-899,163円,132分,100.2%,301件
11,900-949,374円,130分,100.4%,358件
12,950-999,1017円,127分,101.1%,360件
13,1000-1049,341円,124分,100.4%,435件
14,1050-1099,1332円,123分,101.4%,425件
15,1100-1149,370円,121分,100.4%,421件
16,1150-1199,540円,118分,100.6%,479件
17,1200-1249,1259円,117分,101.4%,470件
18,1250-1299,1479円,113分,101.7%,402件
19,1300-1349,777円,115分,100.9%,425件
20,1350-1399,1646円,106分,102.1%,436件
21,1400-1449,1379円,106分,101.7%,447件
22,1450-1499,2078円,102分,102.7%,413件
23,1500-1549,2078円,99分,102.8%,433件
24,1550-1599,2744円,97分,103.8%,411件
25,1600-1649,3153円,95分,104.4%,446件
26,1650-1699,2839円,91分,104.2%,384件
27,1700-1749,2704円,89分,104.1%,383件
28,1750-1799,3366円,84分,105.4%,335件
29,1800-1849,3717円,79分,106.3%,339件
30,1850-1899,4420円,79分,107.5%,320件
31,1900-1949,4514円,76分,107.9%,316件
32,1950-1999,4160円,71分,107.8%,283件
33,2000-2049,4952円,69分,109.6%,276件
34,2050-2099,5121円,66分,110.3%,276件
35,2100-2149,4255円,64分,108.9%,265件
36,2150-2199,3859円,63分,108.2%,263件
37,2200-2249,5182円,56分,112.4%,226件
38,2250-2299,5148円,54分,112.8%,226件
39,2300-2349,5371円,50分,114.3%,224件
40,2350-2399,5614円,47分,115.9%,229件
41,2400-2449,6440円,43分,120.1%,204件
42,2450-2499,5555円,44分,116.8%,216件
43,2500-2549,6409円,43分,120%,174件
44,2550-2599,7897円,39分,127.3%,199件
45,2600-2649,8263円,39分,128.4%,160件
46,2650-2699,8915円,36分,133.4%,201件
47,2700-2749,9084円,35分,134.2%,157件
48,2750-2799,10290円,32分,143.2%,146件
49,2800-2849,11329円,28分,154.5%,144件
50,2850-2899,11824円,26分,161.1%,156件
51,2900-2949,13416円,23分,178.4%,130件
