,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,5052円,137分,104.9%,858件
1,800-849,5303円,135分,105.2%,810件
2,850-899,5565円,130分,105.7%,796件
3,900-949,5234円,130分,105.4%,803件
4,950-999,5583円,128分,105.8%,731件
5,1000-1049,5466円,125分,105.8%,719件
6,1050-1099,5788円,125分,106.2%,770件
7,1100-1149,6309円,124分,106.8%,743件
8,1150-1199,5630円,119分,106.3%,683件
9,1200-1249,5824円,114分,106.8%,798件
10,1250-1299,6082円,113分,107.2%,742件
11,1300-1349,6541円,111分,107.9%,727件
12,1350-1399,7579円,107分,109.4%,738件
13,1400-1449,7769円,106分,109.8%,709件
14,1450-1499,6938円,105分,108.8%,716件
15,1500-1549,7124円,99分,109.6%,677件
16,1550-1599,6457円,96分,108.9%,596件
17,1600-1649,7744円,95分,110.8%,587件
18,1650-1699,6861円,91分,110.1%,602件
19,1700-1749,7489円,89分,111.2%,576件
20,1750-1799,7348円,86分,111.4%,606件
21,1800-1849,7903円,83分,112.7%,532件
22,1850-1899,8473円,80分,114.2%,508件
23,1900-1949,8408円,78分,114.3%,536件
24,1950-1999,8580円,75分,115.2%,509件
25,2000-2049,8344円,71分,115.6%,482件
26,2050-2099,8921円,70分,117%,516件
27,2100-2149,8907円,66分,118.1%,506件
28,2150-2199,9242円,62分,119.9%,437件
29,2200-2249,8903円,55分,121.4%,442件
30,2250-2299,8600円,49分,123.2%,435件
31,2300-2349,9052円,44分,127.4%,428件
32,2350-2399,9440円,43分,129.6%,402件
33,2400-2449,9197円,42分,129.4%,404件
34,2450-2499,9301円,40分,130.9%,406件
35,2500-2549,9878円,38分,134.2%,419件
36,2550-2599,10454円,37分,138%,372件
37,2600-2649,10620円,36分,139.5%,374件
38,2650-2699,11005円,35分,142%,366件
39,2700-2749,11330円,34分,145.1%,334件
40,2750-2799,12453円,31分,154.3%,363件
41,2800-2849,12567円,28分,158.9%,331件
42,2850-2899,12927円,26分,167.6%,307件
43,2900-2949,13870円,23分,179.9%,285件
