,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,5068円,123分,105.5%,745件
1,1100-1149,4961円,123分,105.4%,797件
2,1150-1199,5595円,121分,106.2%,673件
3,1200-1249,5399円,115分,106.3%,686件
4,1250-1299,5810円,118分,106.6%,632件
5,1300-1349,5798円,113分,106.8%,588件
6,1350-1399,6050円,113分,107.2%,515件
7,1400-1449,5161円,106分,106.5%,475件
8,1450-1499,5975円,104分,107.7%,498件
9,1500-1549,6433円,103分,108.3%,428件
10,1550-1599,5867円,102分,107.7%,425件
11,1600-1649,6569円,97分,109.1%,466件
12,1650-1699,6656円,93分,109.6%,455件
13,1700-1749,6507円,90分,109.6%,444件
14,1750-1799,6993円,88分,110.6%,353件
15,1800-1849,6950円,84分,111%,377件
16,1850-1899,7160円,82分,111.7%,346件
17,1900-1949,7232円,78分,112.3%,359件
18,1950-1999,6602円,75分,111.7%,344件
19,2000-2049,7446円,71分,113.9%,317件
20,2050-2099,7432円,68分,114.7%,316件
21,2100-2149,7183円,62分,115.4%,318件
22,2150-2199,7192円,60分,116%,295件
23,2200-2249,7536円,55分,118.2%,296件
24,2250-2299,7862円,54分,119.5%,278件
25,2300-2349,7131円,50分,119%,263件
26,2350-2399,7955円,46分,123%,254件
27,2400-2449,8374円,45分,124.5%,251件
28,2450-2499,8935円,45分,126.6%,229件
29,2500-2549,9032円,44分,127.6%,228件
30,2550-2599,9266円,41分,129.8%,232件
31,2600-2649,9894円,40分,133.3%,225件
32,2650-2699,10232円,37分,136.4%,208件
33,2700-2749,11050円,35分,141.6%,190件
34,2750-2799,11715円,33分,147.8%,219件
35,2800-2849,12759円,30分,157.6%,203件
36,2850-2899,13300円,26分,167.7%,213件
37,2900-2949,14437円,24分,181.2%,164件
