,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2056円,160分,98.3%,38260件
1,200-249,-1915円,160分,98.4%,11518件
2,250-299,-1495円,159分,98.7%,6180件
3,300-349,-1349円,155分,98.8%,4226件
4,350-399,-1165円,152分,99%,3453件
5,400-449,-956円,151分,99.2%,2969件
6,450-499,-673円,151分,99.4%,2878件
7,500-549,-583円,147分,99.5%,2721件
8,550-599,-671円,146分,99.4%,2711件
9,600-649,-279円,141分,99.7%,2626件
10,650-699,-334円,141分,99.7%,2628件
11,700-749,-297円,139分,99.7%,2614件
12,750-799,64円,138分,100.1%,2619件
13,800-849,191円,135分,100.2%,2447件
14,850-899,261円,131分,100.3%,2722件
15,900-949,498円,130分,100.5%,2784件
16,950-999,839円,127分,100.9%,2668件
17,1000-1049,1135円,125分,101.2%,2579件
18,1050-1099,1045円,124分,101.1%,2458件
19,1100-1149,777円,122分,100.8%,2449件
20,1150-1199,1331円,118分,101.5%,2307件
21,1200-1249,1557円,114分,101.8%,2250件
22,1250-1299,1583円,114分,101.9%,2137件
23,1300-1349,1811円,111分,102.2%,2100件
24,1350-1399,2051円,108分,102.5%,2093件
25,1400-1449,1881円,105分,102.4%,2079件
26,1450-1499,2152円,102分,102.8%,1951件
27,1500-1549,2388円,100分,103.2%,1882件
28,1550-1599,2842円,98分,103.9%,1949件
29,1600-1649,3052円,95分,104.3%,1820件
30,1650-1699,3191円,92分,104.6%,1841件
31,1700-1749,3270円,89分,104.9%,1845件
32,1750-1799,3036円,87分,104.6%,1704件
33,1800-1849,3762円,83分,106%,1645件
34,1850-1899,3476円,80分,105.8%,1663件
35,1900-1949,3733円,77分,106.5%,1623件
36,1950-1999,3670円,72分,106.8%,1516件
37,2000-2049,4396円,69分,108.4%,1554件
38,2050-2099,4751円,66分,109.6%,1482件
39,2100-2149,4663円,63分,109.8%,1458件
40,2150-2199,4602円,60分,110.2%,1415件
41,2200-2249,5036円,57分,111.8%,1415件
42,2250-2299,5257円,53分,113.1%,1367件
43,2300-2349,5355円,51分,114.1%,1262件
44,2350-2399,5972円,46分,117.1%,1279件
45,2400-2449,5818円,46分,116.8%,1228件
46,2450-2499,6320円,44分,119.1%,1206件
47,2500-2549,6861円,42分,121.9%,1217件
48,2550-2599,7335円,41分,124.1%,1171件
49,2600-2649,7234円,41分,123.8%,938件
