,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2717円,158分,97.7%,396件
1,250-299,-1272円,155分,98.9%,664件
2,300-349,-1872円,155分,98.4%,1020件
3,350-399,-1809円,153分,98.4%,1197件
4,400-449,-1146円,149分,99%,1309件
5,450-499,-1010円,149分,99.1%,1342件
6,500-549,-661円,144分,99.4%,1402件
7,550-599,-674円,145分,99.4%,1429件
8,600-649,-868円,143分,99.2%,1418件
9,650-699,-472円,142分,99.6%,1450件
10,700-749,-291円,138分,99.7%,1456件
11,750-799,369円,136分,100.4%,1363件
12,800-849,-399円,136分,99.6%,1633件
13,850-899,210円,131分,100.2%,1597件
14,900-949,95円,130分,100.1%,1616件
15,950-999,746円,127分,100.8%,1472件
16,1000-1049,818円,124分,100.9%,1455件
17,1050-1099,886円,124分,101%,1274件
18,1100-1149,973円,120分,101.1%,1241件
19,1150-1199,1045円,121分,101.2%,1110件
20,1200-1249,990円,115分,101.2%,1065件
21,1250-1299,1556円,114分,101.8%,1073件
22,1300-1349,1791円,111分,102.2%,992件
23,1350-1399,1588円,109分,101.9%,938件
24,1400-1449,2248円,105分,102.8%,990件
25,1450-1499,2831円,101分,103.7%,995件
26,1500-1549,2314円,100分,103.1%,900件
27,1550-1599,3015円,98分,104.1%,760件
28,1600-1649,2769円,95分,103.9%,778件
29,1650-1699,3131円,92分,104.5%,786件
30,1700-1749,2749円,89分,104.1%,739件
31,1750-1799,3285円,86分,105.1%,768件
32,1800-1849,3604円,83分,105.8%,700件
33,1850-1899,4089円,79分,106.9%,680件
34,1900-1949,3897円,74分,107%,677件
35,1950-1999,3994円,73分,107.3%,619件
36,2000-2049,4177円,69分,108.1%,634件
37,2050-2099,4022円,68分,107.8%,594件
38,2100-2149,4761円,64分,109.9%,586件
39,2150-2199,5385円,59分,112.1%,573件
40,2200-2249,5164円,58分,111.9%,578件
41,2250-2299,5211円,54分,112.9%,501件
42,2300-2349,5726円,51分,115%,514件
43,2350-2399,5434円,48分,115.1%,463件
44,2400-2449,5988円,46分,117.5%,474件
45,2450-2499,6424円,44分,119.6%,460件
46,2500-2549,6831円,43分,121.4%,437件
47,2550-2599,7486円,41分,124.4%,469件
48,2600-2649,8400円,38分,129.7%,437件
49,2650-2699,8616円,36分,132.1%,471件
50,2700-2749,9571円,34分,137.5%,400件
51,2750-2799,10040円,32分,141.9%,381件
52,2800-2849,11062円,29分,151.5%,355件
53,2850-2899,11829円,26分,161.7%,327件
54,2900-2949,12975円,23分,176.4%,252件
