,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8636円,111分,110.4%,33件
1,1250-1299,12076円,111分,114.5%,30件
2,1300-1349,8419円,110分,110.2%,33件
3,1350-1399,7687円,102分,110%,31件
4,1400-1449,9653円,100分,112.8%,41件
5,1450-1499,9492円,96分,113.2%,42件
6,1500-1549,10311円,97分,114.1%,47件
7,1550-1599,10893円,100分,114.6%,55件
8,1600-1649,8507円,98分,111.5%,49件
9,1650-1699,9799円,90分,114.5%,63件
10,1700-1749,8812円,94分,112.5%,60件
11,1750-1799,10650円,85分,116.7%,66件
12,1800-1849,11039円,79分,118.6%,57件
13,1850-1899,9203円,87分,114.2%,55件
14,1900-1949,11322円,76分,119.8%,52件
15,1950-1999,9454円,79分,116%,58件
16,2000-2049,10476円,72分,119.4%,58件
17,2050-2099,9107円,68分,117.9%,51件
18,2100-2149,11437円,60分,125.3%,42件
19,2150-2199,11834円,63分,125.1%,58件
20,2200-2249,9014円,54分,122.1%,36件
21,2250-2299,8583円,53分,121.4%,47件
22,2300-2349,11074円,46分,132.1%,48件
23,2350-2399,11687円,39分,140.1%,41件
24,2400-2449,8851円,45分,126.4%,31件
25,2450-2499,11997円,36分,144.1%,33件
26,2500-2549,11642円,33分,146.8%,28件
27,2550-2599,12312円,35分,146.8%,31件
28,2600-2649,12034円,35分,145.4%,28件
29,2650-2699,12881円,33分,151.3%,38件
30,2700-2749,12998円,30分,156.8%,32件
31,2750-2799,13001円,32分,153.8%,28件
32,2800-2849,13415円,29分,162.1%,26件
33,2850-2899,14006円,26分,170.9%,31件
34,2900-2949,14417円,22分,186.3%,28件
