,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1516円,141分,101.4%,256件
1,550-599,545円,146分,100.5%,410件
2,600-649,287円,143分,100.3%,491件
3,650-699,1634円,135分,101.6%,535件
4,700-749,773円,136分,100.8%,520件
5,750-799,771円,134分,100.8%,542件
6,800-849,1432円,133分,101.4%,550件
7,850-899,1027円,133分,101%,570件
8,900-949,1760円,128分,101.8%,565件
9,950-999,1555円,127分,101.6%,548件
10,1000-1049,2632円,122分,102.9%,525件
11,1050-1099,1528円,125分,101.6%,640件
12,1100-1149,2019円,118分,102.3%,617件
13,1150-1199,2121円,118分,102.4%,666件
14,1200-1249,2951円,115分,103.4%,554件
15,1250-1299,2561円,110分,103.1%,571件
16,1300-1349,2875円,112分,103.4%,508件
17,1350-1399,2887円,108分,103.6%,487件
18,1400-1449,3151円,107分,103.9%,413件
19,1450-1499,2952円,101分,103.9%,400件
20,1500-1549,3652円,99分,104.9%,416件
21,1550-1599,3878円,97分,105.3%,346件
22,1600-1649,3696円,95分,105.2%,366件
23,1650-1699,4235円,92分,106.2%,393件
24,1700-1749,4472円,86分,106.9%,373件
25,1750-1799,4521円,86分,107%,374件
26,1800-1849,4835円,82分,107.8%,286件
27,1850-1899,5000円,79分,108.4%,307件
28,1900-1949,5485円,76分,109.6%,292件
29,1950-1999,5973円,72分,111%,302件
30,2000-2049,5051円,69分,109.7%,292件
31,2050-2099,5893円,66分,111.9%,267件
32,2100-2149,5879円,62分,112.7%,273件
33,2150-2199,5991円,57分,114.1%,273件
34,2200-2249,5996円,54分,114.7%,246件
35,2250-2299,6677円,49分,118.3%,243件
36,2300-2349,6881円,49分,118.8%,235件
37,2350-2399,6455円,45分,119%,220件
38,2400-2449,7407円,42分,123.5%,204件
39,2450-2499,7475円,43分,123.1%,208件
40,2500-2549,8075円,42分,125.6%,195件
41,2550-2599,8382円,40分,127.6%,188件
42,2600-2649,8456円,38分,129.6%,192件
43,2650-2699,9107円,37分,133.2%,192件
44,2700-2749,9650円,34分,138.3%,176件
45,2750-2799,10452円,31分,144.4%,154件
46,2800-2849,11139円,29分,151.7%,187件
47,2850-2899,12072円,26分,162.8%,162件
48,2900-2949,12825円,21分,179.6%,156件
