,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,4557円,138分,104.4%,56件
1,800-849,3682円,131分,103.7%,82件
2,850-899,5008円,135分,105%,75件
3,900-949,3539円,128分,103.7%,83件
4,950-999,4311円,135分,104.3%,91件
5,1000-1049,3344円,128分,103.5%,111件
6,1050-1099,3741円,125分,104%,99件
7,1100-1149,4631円,121分,105.1%,119件
8,1150-1199,5401円,116分,106.2%,145件
9,1200-1249,4168円,119分,104.7%,128件
10,1250-1299,5123円,118分,105.8%,160件
11,1300-1349,5019円,116分,105.8%,148件
12,1350-1399,4893円,108分,106.1%,163件
13,1400-1449,4335円,110分,105.2%,193件
14,1450-1499,5190円,106分,106.5%,180件
15,1500-1549,5405円,103分,107%,150件
16,1550-1599,4801円,104分,106.2%,158件
17,1600-1649,5594円,96分,107.8%,157件
18,1650-1699,5517円,95分,107.7%,178件
19,1700-1749,7137円,88分,110.9%,181件
20,1750-1799,4367円,89分,106.5%,156件
21,1800-1849,7709円,82分,112.6%,164件
22,1850-1899,7106円,80分,111.8%,156件
23,1900-1949,6278円,77分,110.8%,131件
24,1950-1999,5998円,74分,110.9%,137件
25,2000-2049,6650円,68分,113.1%,127件
26,2050-2099,7567円,65分,115.5%,139件
27,2100-2149,7422円,63分,115.6%,102件
28,2150-2199,8379円,59分,118.8%,112件
29,2200-2249,7299円,53分,118.5%,94件
30,2250-2299,7917円,53分,120%,100件
31,2300-2349,6881円,49分,118.9%,96件
32,2350-2399,7638円,46分,122.2%,104件
33,2400-2449,6564円,49分,117.7%,94件
34,2450-2499,8541円,42分,126.9%,87件
35,2500-2549,8602円,42分,127.3%,92件
36,2550-2599,8707円,41分,128.5%,90件
37,2600-2649,8833円,40分,129.5%,85件
38,2650-2699,10034円,35分,138.5%,69件
39,2700-2749,9919円,34分,138.5%,86件
40,2750-2799,11041円,33分,144.3%,75件
41,2800-2849,12299円,29分,157.3%,71件
42,2850-2899,12831円,26分,165.7%,52件
43,2900-2949,14304円,23分,181.5%,63件
