,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-732円,153分,99.4%,207件
1,350-399,-1151円,150分,99%,276件
2,400-449,-1590円,155分,98.6%,334件
3,450-499,-819円,144分,99.2%,419件
4,500-549,-1760円,147分,98.4%,495件
5,550-599,-201円,145分,99.8%,544件
6,600-649,-540円,143分,99.5%,571件
7,650-699,-397円,142分,99.6%,639件
8,700-749,-593円,141分,99.4%,675件
9,750-799,150円,137分,100.1%,685件
10,800-849,249円,135分,100.2%,766件
11,850-899,-136円,134分,99.9%,770件
12,900-949,16円,133分,100%,863件
13,950-999,683円,127分,100.7%,889件
14,1000-1049,457円,130分,100.5%,861件
15,1050-1099,651円,124分,100.7%,861件
16,1100-1149,1102円,120分,101.2%,812件
17,1150-1199,1144円,121分,101.3%,748件
18,1200-1249,1083円,117分,101.2%,802件
19,1250-1299,1809円,113分,102.1%,745件
20,1300-1349,1657円,110分,102%,725件
21,1350-1399,1170円,110分,101.4%,688件
22,1400-1449,1784円,107分,102.2%,685件
23,1450-1499,2315円,103分,103%,651件
24,1500-1549,2550円,100分,103.4%,693件
25,1550-1599,2635円,99分,103.6%,640件
26,1600-1649,2631円,93分,103.8%,589件
27,1650-1699,3146円,92分,104.6%,537件
28,1700-1749,3554円,89分,105.3%,546件
29,1750-1799,4121円,84分,106.5%,474件
30,1800-1849,3091円,84分,104.9%,446件
31,1850-1899,4606円,80分,107.7%,429件
32,1900-1949,3667円,76分,106.4%,426件
33,1950-1999,4065円,73分,107.4%,436件
34,2000-2049,4563円,69分,108.8%,426件
35,2050-2099,4523円,67分,109.1%,396件
36,2100-2149,4232円,64分,108.8%,376件
37,2150-2199,5201円,59分,111.7%,363件
38,2200-2249,4555円,58分,110.4%,355件
39,2250-2299,5690円,54分,114%,312件
40,2300-2349,4824円,51分,112.5%,330件
41,2350-2399,5652円,47分,115.9%,315件
42,2400-2449,6222円,45分,118.6%,318件
43,2450-2499,6437円,45分,119.2%,376件
44,2500-2549,6555円,43分,120.3%,300件
45,2550-2599,7344円,41分,123.9%,274件
46,2600-2649,8129円,39分,127.8%,282件
47,2650-2699,8940円,37分,132.5%,271件
48,2700-2749,9299円,34分,136.2%,249件
49,2750-2799,10221円,31分,144.2%,236件
50,2800-2849,11415円,29分,151.8%,231件
51,2850-2899,12321円,25分,164.6%,238件
52,2900-2949,13354円,22分,179.7%,187件
