,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-783円,154分,99.3%,2286件
1,350-399,-890円,154分,99.2%,2984件
2,400-449,-701円,153分,99.4%,2710件
3,450-499,-284円,149分,99.7%,2491件
4,500-549,-330円,149分,99.7%,2137件
5,550-599,-238円,147分,99.8%,1948件
6,600-649,-287円,146分,99.7%,1799件
7,650-699,210円,140分,100.2%,1732件
8,700-749,-99円,142分,99.9%,1538件
9,750-799,415円,139分,100.4%,1513件
10,800-849,858円,136分,100.8%,1385件
11,850-899,1291円,133分,101.3%,1321件
12,900-949,774円,131分,100.8%,2348件
13,950-999,925円,130分,101%,1355件
14,1000-1049,968円,126分,101%,1408件
15,1050-1099,1421円,125分,101.5%,1223件
16,1100-1149,1789円,122分,102%,1105件
17,1150-1199,1759円,118分,102%,1078件
18,1200-1249,1719円,118分,101.9%,1066件
19,1250-1299,1361円,115分,101.6%,966件
20,1300-1349,2269円,112分,102.7%,980件
21,1350-1399,3064円,110分,103.7%,879件
22,1400-1449,2453円,107分,103%,893件
23,1450-1499,2651円,103分,103.4%,910件
24,1500-1549,2759円,100分,103.7%,885件
25,1550-1599,2969円,97分,104.1%,901件
26,1600-1649,3809円,94分,105.4%,859件
27,1650-1699,3946円,92分,105.7%,841件
28,1700-1749,3657円,91分,105.4%,730件
29,1750-1799,4144円,86分,106.4%,778件
30,1800-1849,4360円,86分,106.8%,729件
31,1850-1899,4085円,80分,106.8%,709件
32,1900-1949,4500円,77分,107.8%,684件
33,1950-1999,4689円,74分,108.4%,675件
34,2000-2049,5320円,69分,110.3%,674件
35,2050-2099,5163円,67分,110.3%,658件
36,2100-2149,4649円,62分,110%,663件
37,2150-2199,5316円,60分,111.8%,615件
38,2200-2249,5474円,57分,112.7%,623件
39,2250-2299,6025円,53分,115.1%,645件
40,2300-2349,5635円,50分,114.9%,548件
41,2350-2399,5609円,48分,115.6%,571件
42,2400-2449,6383円,46分,118.3%,546件
43,2450-2499,6950円,44分,121.1%,542件
44,2500-2549,7440円,43分,123.1%,493件
45,2550-2599,7115円,42分,122.8%,519件
46,2600-2649,8226円,39分,128.2%,452件
47,2650-2699,8909円,37分,132%,460件
48,2700-2749,9470円,34分,137%,439件
49,2750-2799,10112円,33分,141.3%,389件
50,2800-2849,11285円,29分,151.7%,304件
51,2850-2899,12165円,25分,164.3%,276件
52,2900-2949,12544円,22分,174.8%,201件
