,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1098円,140分,101%,256件
1,550-599,119円,145分,100.1%,410件
2,600-649,-128円,143分,99.9%,491件
3,650-699,1233円,135分,101.2%,535件
4,700-749,377円,136分,100.4%,520件
5,750-799,384円,133分,100.4%,542件
6,800-849,1041円,132分,101%,550件
7,850-899,638円,133分,100.6%,570件
8,900-949,1380円,128分,101.4%,565件
9,950-999,1178円,127分,101.2%,548件
10,1000-1049,2263円,122分,102.5%,525件
11,1050-1099,1157円,125分,101.2%,640件
12,1100-1149,1668円,118分,101.9%,617件
13,1150-1199,1771円,117分,102%,666件
14,1200-1249,2599円,115分,103%,554件
15,1250-1299,2230円,110分,102.7%,571件
16,1300-1349,2536円,111分,103%,508件
17,1350-1399,2561円,108分,103.2%,487件
18,1400-1449,2826円,107分,103.5%,413件
19,1450-1499,2648円,101分,103.5%,400件
20,1500-1549,3347円,99分,104.5%,416件
21,1550-1599,3581円,96分,104.9%,346件
22,1600-1649,3404円,95分,104.8%,366件
23,1650-1699,3948円,91分,105.8%,393件
24,1700-1749,4202円,86分,106.5%,373件
25,1750-1799,4250円,86分,106.6%,374件
26,1800-1849,4573円,82分,107.4%,286件
27,1850-1899,4747円,79分,108%,307件
28,1900-1949,5236円,76分,109.2%,292件
29,1950-1999,5733円,72分,110.6%,302件
30,2000-2049,4832円,69分,109.3%,292件
31,2050-2099,5677円,66分,111.5%,267件
32,2100-2149,5676円,62分,112.3%,273件
33,2150-2199,5806円,57分,113.7%,273件
34,2200-2249,5819円,54分,114.4%,246件
35,2250-2299,6514円,49分,117.9%,243件
36,2300-2349,6715円,49分,118.4%,235件
37,2350-2399,6301円,45分,118.6%,220件
38,2400-2449,7256円,42分,123.1%,204件
39,2450-2499,7325円,43分,122.7%,208件
40,2500-2549,8000円,42分,125.4%,195件
41,2550-2599,8307円,40分,127.4%,188件
42,2600-2649,8381円,38分,129.4%,192件
43,2650-2699,9032円,36分,133%,192件
44,2700-2749,9574円,34分,138.1%,176件
45,2750-2799,10377円,31分,144.2%,154件
46,2800-2849,11064円,29分,151.5%,187件
47,2850-2899,11997円,26分,162.5%,162件
48,2900-2949,12749円,21分,179.4%,156件
