,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5213円,107分,106.5%,1265件
1,1500-1549,6014円,103分,107.8%,1203件
2,1550-1599,5998円,100分,108%,1196件
3,1600-1649,6162円,98分,108.4%,1086件
4,1650-1699,6112円,95分,108.6%,1111件
5,1700-1749,6223円,93分,108.9%,1040件
6,1750-1799,5786円,89分,108.6%,1045件
7,1800-1849,6204円,86分,109.6%,973件
8,1850-1899,6498円,82分,110.5%,1013件
9,1900-1949,6263円,79分,110.6%,963件
10,1950-1999,6537円,75分,111.5%,934件
11,2000-2049,6249円,71分,111.8%,952件
12,2050-2099,6605円,69分,112.8%,892件
13,2100-2149,6590円,67分,113.2%,895件
14,2150-2199,7060円,63分,115%,909件
15,2200-2249,7030円,59分,115.8%,800件
16,2250-2299,6557円,56分,115.7%,799件
17,2300-2349,7104円,53分,117.9%,786件
18,2350-2399,7573円,49分,120.6%,791件
19,2400-2449,7963円,48分,122.3%,730件
20,2450-2499,7779円,46分,122.6%,755件
21,2500-2549,8732円,44分,126.6%,696件
22,2550-2599,9205円,43分,128.6%,679件
23,2600-2649,9588円,41分,131.3%,634件
24,2650-2699,10164円,39分,134.6%,574件
25,2700-2749,11081円,36分,141.2%,479件
26,2750-2799,11823円,33分,147.8%,412件
27,2800-2849,12394円,30分,155.1%,329件
28,2850-2899,13734円,27分,167.5%,242件
29,2900-2949,14612円,23分,183.4%,188件
