,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,4222円,140分,104%,104件
1,750-799,4212円,136分,104.1%,215件
2,800-849,4752円,129分,104.9%,248件
3,850-899,5750円,123分,106.2%,257件
4,900-949,4859円,128分,105.1%,255件
5,950-999,4902円,122分,105.3%,274件
6,1000-1049,4710円,124分,105.1%,270件
7,1050-1099,5185円,125分,105.5%,268件
8,1100-1149,5952円,114分,106.9%,284件
9,1150-1199,5754円,117分,106.6%,273件
10,1200-1249,6203円,111分,107.5%,244件
11,1250-1299,5338円,114分,106.3%,300件
12,1300-1349,6204円,105分,107.9%,295件
13,1350-1399,6538円,106分,108.2%,342件
14,1400-1449,6391円,105分,108.1%,255件
15,1450-1499,6118円,100分,108.2%,284件
16,1500-1549,7303円,98分,109.9%,213件
17,1550-1599,6854円,95分,109.6%,229件
18,1600-1649,7798円,93分,111.1%,201件
19,1650-1699,6436円,87分,109.9%,191件
20,1700-1749,8310円,86分,112.8%,193件
21,1750-1799,7966円,83分,112.7%,168件
22,1800-1849,7686円,81分,112.7%,183件
23,1850-1899,8999円,75分,115.9%,196件
24,1900-1949,7914円,75分,114.1%,205件
25,1950-1999,7839円,75分,114%,188件
26,2000-2049,8219円,71分,115.4%,143件
27,2050-2099,8399円,66分,116.9%,158件
28,2100-2149,9471円,62分,120.2%,137件
29,2150-2199,9644円,60分,121.3%,151件
30,2200-2249,8601円,56分,120.5%,139件
31,2250-2299,9142円,50分,124.1%,138件
32,2300-2349,9332円,43分,128.7%,133件
33,2350-2399,9003円,40分,129.9%,143件
34,2400-2449,9907円,39分,134%,115件
35,2450-2499,10708円,36分,139.7%,124件
36,2500-2549,10847円,36分,140.2%,108件
37,2550-2599,10190円,36分,138%,105件
38,2600-2649,10944円,33分,143.7%,87件
39,2650-2699,11756円,34分,146.8%,99件
40,2700-2749,12589円,31分,154%,93件
41,2750-2799,12209円,31分,152.1%,89件
42,2800-2849,12855円,27分,163.5%,89件
43,2850-2899,13141円,26分,167.2%,92件
44,2900-2949,14042円,24分,178.9%,65件
