,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-655円,147分,99.4%,118件
1,550-599,1129円,139分,101.1%,199件
2,600-649,364円,142分,100.3%,342件
3,650-699,327円,140分,100.3%,429件
4,700-749,1589円,133分,101.6%,451件
5,750-799,840円,133分,100.8%,432件
6,800-849,788円,132分,100.8%,455件
7,850-899,1350円,128分,101.4%,459件
8,900-949,1147円,131分,101.2%,476件
9,950-999,1960円,124分,102.1%,476件
10,1000-1049,1404円,125分,101.5%,444件
11,1050-1099,2701円,120分,103%,444件
12,1100-1149,2030円,121分,102.2%,543件
13,1150-1199,2362円,115分,102.7%,521件
14,1200-1249,2191円,114分,102.6%,558件
15,1250-1299,2980円,112分,103.6%,444件
16,1300-1349,2374円,106分,103%,467件
17,1350-1399,2918円,108分,103.6%,402件
18,1400-1449,2957円,104分,103.8%,405件
19,1450-1499,3054円,103分,104%,336件
20,1500-1549,3182円,97分,104.4%,329件
21,1550-1599,4119円,96分,105.7%,345件
22,1600-1649,4241円,92分,106.1%,290件
23,1650-1699,3995円,91分,105.8%,304件
24,1700-1749,4536円,87分,106.9%,324件
25,1750-1799,4358円,84分,106.9%,320件
26,1800-1849,4492円,84分,107.2%,314件
27,1850-1899,4838円,79分,108.2%,240件
28,1900-1949,5061円,75分,109%,255件
29,1950-1999,5802円,72分,110.7%,251件
30,2000-2049,6412円,69分,112.4%,254件
31,2050-2099,5384円,66分,110.9%,242件
32,2100-2149,6103円,63分,112.9%,230件
33,2150-2199,6350円,57分,114.8%,227件
34,2200-2249,6303円,52分,116.1%,232件
35,2250-2299,6512円,49分,117.9%,207件
36,2300-2349,7193円,44分,121.6%,203件
37,2350-2399,7061円,44分,121.3%,187件
38,2400-2449,7148円,42分,122.9%,187件
39,2450-2499,8182円,39分,127.7%,171件
40,2500-2549,8231円,40分,127.1%,177件
41,2550-2599,8962円,39分,130.4%,159件
42,2600-2649,9108円,38分,131.9%,164件
43,2650-2699,9285円,35分,134.9%,157件
44,2700-2749,9774円,34分,138.5%,158件
45,2750-2799,10431円,31分,144.3%,136件
46,2800-2849,11282円,29分,152.5%,125件
47,2850-2899,12081円,26分,162.4%,157件
48,2900-2949,12910円,22分,178.1%,128件
