,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,5828円,121分,106.4%,673件
1,1200-1249,5618円,115分,106.5%,686件
2,1250-1299,6038円,118分,106.8%,632件
3,1300-1349,6017円,114分,107.1%,588件
4,1350-1399,6269円,113分,107.4%,515件
5,1400-1449,5361円,107分,106.7%,475件
6,1450-1499,6177円,104分,107.9%,498件
7,1500-1549,6635円,103分,108.6%,428件
8,1550-1599,6063円,102分,107.9%,425件
9,1600-1649,6760円,97分,109.3%,466件
10,1650-1699,6839円,93分,109.8%,455件
11,1700-1749,6686円,91分,109.8%,444件
12,1750-1799,7171円,88分,110.8%,353件
13,1800-1849,7118円,84分,111.2%,377件
14,1850-1899,7327円,82分,111.9%,346件
15,1900-1949,7392円,78分,112.6%,359件
16,1950-1999,6751円,75分,112%,344件
17,2000-2049,7591円,71分,114.2%,317件
18,2050-2099,7571円,68分,114.9%,316件
19,2100-2149,7310円,62分,115.6%,318件
20,2150-2199,7314円,60分,116.2%,295件
21,2200-2249,7649円,55分,118.5%,296件
22,2250-2299,7974円,54分,119.8%,278件
23,2300-2349,7235円,50分,119.2%,263件
24,2350-2399,8056円,46分,123.2%,254件
25,2400-2449,8473円,46分,124.8%,251件
26,2450-2499,9034円,45分,126.8%,229件
27,2500-2549,9131円,44分,127.9%,228件
28,2550-2599,9365円,41分,130.1%,232件
29,2600-2649,9993円,40分,133.5%,225件
30,2650-2699,10331円,38分,136.7%,208件
31,2700-2749,11149円,36分,141.8%,190件
32,2750-2799,11814円,33分,148%,219件
33,2800-2849,12858円,30分,157.9%,203件
34,2850-2899,13399円,26分,168%,213件
35,2900-2949,14536円,24分,181.5%,164件
