,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,5814円,109分,107.1%,50件
1,1300-1349,7765円,107分,109.7%,48件
2,1350-1399,9026円,105分,111.5%,65件
3,1400-1449,8145円,108分,110.1%,72件
4,1450-1499,8835円,103分,111.4%,74件
5,1500-1549,8501円,106分,110.7%,71件
6,1550-1599,7428円,99分,110%,83件
7,1600-1649,7644円,99分,110.2%,91件
8,1650-1699,8302円,90分,112.2%,84件
9,1700-1749,8977円,90分,113.3%,74件
10,1750-1799,7658円,93分,111%,82件
11,1800-1849,8998円,82分,114.6%,75件
12,1850-1899,8663円,85分,113.6%,82件
13,1900-1949,9916円,78分,117%,85件
14,1950-1999,7758円,75分,113.8%,75件
15,2000-2049,9382円,68分,118.4%,67件
16,2050-2099,10709円,70分,120.3%,83件
17,2100-2149,9236円,64分,119.3%,61件
18,2150-2199,6855円,62分,114.8%,62件
19,2200-2249,8919円,54分,122%,59件
20,2250-2299,11072円,47分,131.4%,67件
21,2300-2349,8527円,47分,124%,43件
22,2350-2399,10101円,42分,131.8%,48件
23,2400-2449,10165円,38分,135.8%,41件
24,2450-2499,9511円,43分,129.5%,38件
25,2500-2549,10088円,38分,134.9%,50件
26,2550-2599,11215円,37分,140%,53件
27,2600-2649,11311円,36分,141.5%,51件
28,2650-2699,10942円,39分,137.7%,39件
29,2700-2749,11518円,35分,144.1%,40件
30,2750-2799,12133円,32分,149.9%,45件
31,2800-2849,12542円,29分,157.5%,41件
32,2850-2899,13711円,27分,168.9%,28件
33,2900-2949,13750円,22分,184.4%,36件
