,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,1256円,151分,101.1%,2079件
1,500-549,1508円,149分,101.3%,1887件
2,550-599,1921円,145分,101.8%,1736件
3,600-649,2215円,144分,102.1%,1525件
4,650-699,1892円,144分,101.8%,1344件
5,700-749,2007円,141分,101.9%,1288件
6,750-799,2482円,136分,102.4%,1239件
7,800-849,2059円,139分,102%,1097件
8,850-899,2801円,135分,102.8%,1078件
9,900-949,3250円,131分,103.3%,951件
10,950-999,3598円,129分,103.7%,929件
11,1000-1049,2785円,127分,102.9%,1661件
12,1050-1099,2615円,126分,102.8%,945件
13,1100-1149,3481円,121分,103.8%,1007件
14,1150-1199,3205円,120分,103.6%,846件
15,1200-1249,3699円,118分,104.2%,781件
16,1250-1299,3484円,114分,104.1%,747件
17,1300-1349,4066円,112分,104.8%,771件
18,1350-1399,3714円,110分,104.5%,670件
19,1400-1449,4353円,107分,105.4%,673件
20,1450-1499,5078円,104分,106.5%,620件
21,1500-1549,4311円,103分,105.6%,628件
22,1550-1599,4754円,99分,106.4%,670件
23,1600-1649,4705円,95分,106.6%,609件
24,1650-1699,4795円,93分,106.9%,614件
25,1700-1749,5477円,89分,108.2%,588件
26,1750-1799,5954円,87分,109.1%,564件
27,1800-1849,5373円,86分,108.3%,504件
28,1850-1899,5956円,81分,109.8%,551件
29,1900-1949,6643円,80分,111.1%,515件
30,1950-1999,5937円,74分,110.8%,505件
31,2000-2049,6117円,71分,111.4%,457件
32,2050-2099,6101円,67分,112.2%,463件
33,2100-2149,6858円,62分,114.7%,470件
34,2150-2199,7099円,59分,116.1%,460件
35,2200-2249,6145円,55分,114.9%,465件
36,2250-2299,6924円,53分,117.6%,439件
37,2300-2349,7028円,50分,118.6%,429件
38,2350-2399,7518円,46分,121.7%,444件
39,2400-2449,7166円,45分,121.2%,370件
40,2450-2499,7786円,43分,124.1%,429件
41,2500-2549,8184円,43分,125.5%,376件
42,2550-2599,8840円,40分,129.5%,379件
43,2600-2649,9149円,40分,130.7%,334件
44,2650-2699,9130円,37分,132.8%,367件
45,2700-2749,9955円,35分,137.8%,306件
46,2750-2799,11065円,32分,146.3%,325件
47,2800-2849,11767円,29分,154.8%,310件
48,2850-2899,12657円,27分,163.1%,278件
49,2900-2949,13809円,24分,177.3%,183件
