,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,7730円,127分,108.1%,38件
1,1100-1149,6811円,113分,108.1%,48件
2,1150-1199,9313円,115分,110.8%,39件
3,1200-1249,7685円,118分,108.7%,53件
4,1250-1299,5414円,108分,106.7%,50件
5,1300-1349,7350円,107分,109.2%,48件
6,1350-1399,8602円,104分,111%,65件
7,1400-1449,7721円,108分,109.6%,72件
8,1450-1499,8420円,103分,110.9%,74件
9,1500-1549,8081円,106分,110.2%,71件
10,1550-1599,7045円,99分,109.5%,83件
11,1600-1649,7254円,99分,109.8%,91件
12,1650-1699,7944円,90分,111.7%,84件
13,1700-1749,8618円,89分,112.9%,74件
14,1750-1799,7294円,92分,110.5%,82件
15,1800-1849,8663円,82分,114.1%,75件
16,1850-1899,8323円,85分,113.1%,82件
17,1900-1949,9582円,77分,116.5%,85件
18,1950-1999,7468円,75分,113.3%,75件
19,2000-2049,9090円,68分,117.9%,67件
20,2050-2099,10398円,70分,119.8%,83件
21,2100-2149,8962円,63分,118.8%,61件
22,2150-2199,6618円,62分,114.3%,62件
23,2200-2249,8697円,54分,121.5%,59件
24,2250-2299,10848円,47分,130.9%,67件
25,2300-2349,8326円,47分,123.5%,43件
26,2350-2399,9905円,42分,131.4%,48件
27,2400-2449,9972円,38分,135.3%,41件
28,2450-2499,9319円,43分,129%,38件
29,2500-2549,9896円,38分,134.4%,50件
30,2550-2599,11023円,37分,139.5%,53件
31,2600-2649,11119円,36分,141%,51件
32,2650-2699,10749円,38分,137.2%,39件
33,2700-2749,11326円,35分,143.6%,40件
34,2750-2799,11940円,32分,149.4%,45件
35,2800-2849,12349円,29分,157%,41件
36,2850-2899,13518円,26分,168.4%,28件
37,2900-2949,13557円,22分,183.9%,36件
