,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,78円,145分,100.1%,116件
1,500-549,-451円,149分,99.6%,149件
2,550-599,362円,147分,100.3%,193件
3,600-649,486円,140分,100.5%,232件
4,650-699,-1069円,142分,99%,277件
5,700-749,1499円,138分,101.5%,305件
6,750-799,828円,137分,100.8%,329件
7,800-849,929円,135分,100.9%,374件
8,850-899,791円,135分,100.8%,410件
9,900-949,1559円,130分,101.6%,403件
10,950-999,1708円,128分,101.8%,439件
11,1000-1049,925円,128分,101%,464件
12,1050-1099,1013円,125分,101.1%,508件
13,1100-1149,2102円,118分,102.4%,503件
14,1150-1199,2137円,123分,102.3%,501件
15,1200-1249,2187円,116分,102.5%,509件
16,1250-1299,2838円,111分,103.4%,490件
17,1300-1349,2692円,111分,103.2%,460件
18,1350-1399,2589円,109分,103.2%,470件
19,1400-1449,3293円,105分,104.2%,424件
20,1450-1499,2402円,103分,103.1%,391件
21,1500-1549,3272円,100分,104.4%,411件
22,1550-1599,3339円,99分,104.5%,418件
23,1600-1649,3687円,93分,105.3%,366件
24,1650-1699,3623円,90分,105.4%,385件
25,1700-1749,3965円,90分,105.9%,365件
26,1750-1799,3991円,85分,106.3%,322件
27,1800-1849,4507円,84分,107.1%,297件
28,1850-1899,4484円,79分,107.5%,319件
29,1900-1949,5098円,76分,109%,267件
30,1950-1999,4142円,73分,107.5%,255件
31,2000-2049,5874円,70分,111.2%,247件
32,2050-2099,4741円,66分,109.5%,259件
33,2100-2149,4821円,63分,110.2%,253件
34,2150-2199,5959円,57分,113.9%,242件
35,2200-2249,5900円,57分,113.9%,230件
36,2250-2299,5402円,54分,113.4%,224件
37,2300-2349,5989円,48分,116.8%,193件
38,2350-2399,5737円,49分,115.5%,206件
39,2400-2449,6430円,46分,118.8%,174件
40,2450-2499,6413円,46分,118.6%,187件
41,2500-2549,7536円,41分,124.2%,178件
42,2550-2599,7691円,40分,125.5%,173件
43,2600-2649,8127円,39分,127.4%,203件
44,2650-2699,8703円,37分,131.3%,185件
45,2700-2749,9319円,35分,135.7%,149件
46,2750-2799,10733円,31分,146%,159件
47,2800-2849,11099円,30分,149.4%,153件
48,2850-2899,12262円,26分,162.6%,150件
49,2900-2949,13092円,22分,178.2%,114件
