,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,5302円,137分,105.1%,940件
1,750-799,5294円,136分,105.2%,846件
2,800-849,5765円,132分,105.8%,754件
3,850-899,5658円,132分,105.7%,675件
4,900-949,5164円,131分,105.3%,630件
5,950-999,5848円,127分,106.2%,620件
6,1000-1049,5620円,126分,105.9%,529件
7,1050-1099,6440円,123分,107%,501件
8,1100-1149,6300円,121分,106.9%,444件
9,1150-1199,6878円,119分,107.7%,454件
10,1200-1249,6414円,115分,107.4%,808件
11,1250-1299,6425円,112分,107.7%,439件
12,1300-1349,7001円,108分,108.6%,473件
13,1350-1399,7254円,107分,109%,445件
14,1400-1449,7220円,104分,109.2%,382件
15,1450-1499,6395円,103分,108.3%,376件
16,1500-1549,7299円,99分,109.8%,363件
17,1550-1599,7680円,97分,110.5%,338件
18,1600-1649,7712円,93分,111%,289件
19,1650-1699,8290円,90分,112.2%,296件
20,1700-1749,7712円,89分,111.6%,297件
21,1750-1799,8520円,86分,113.3%,335件
22,1800-1849,8332円,81分,113.8%,306件
23,1850-1899,7717円,81分,112.6%,300件
24,1900-1949,9063円,76分,115.8%,272件
25,1950-1999,9126円,75分,116.3%,256件
26,2000-2049,8488円,72分,115.8%,231件
27,2050-2099,9718円,69分,118.9%,264件
28,2100-2149,10001円,66分,120.3%,232件
29,2150-2199,9382円,59分,121.2%,240件
30,2200-2249,9511円,55分,123%,215件
31,2250-2299,9599円,50分,125.7%,228件
32,2300-2349,10644円,44分,132.4%,221件
33,2350-2399,10140円,41分,132.9%,203件
34,2400-2449,9959円,40分,133.6%,235件
35,2450-2499,10533円,38分,136.7%,215件
36,2500-2549,10083円,39分,134.3%,198件
37,2550-2599,11345円,35分,142.7%,216件
38,2600-2649,10990円,35分,141.7%,179件
39,2650-2699,11823円,33分,147.9%,204件
40,2700-2749,11951円,33分,148.9%,175件
41,2750-2799,12238円,31分,153.3%,171件
42,2800-2849,13434円,28分,162.9%,171件
43,2850-2899,13611円,25分,172.1%,180件
44,2900-2949,13863円,22分,183.8%,133件
