,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,241円,152分,100.2%,225件
1,450-499,577円,155分,100.5%,276件
2,500-549,1163円,144分,101.1%,355件
3,550-599,51円,147分,100%,409件
4,600-649,1791円,143分,101.7%,440件
5,650-699,1421円,143分,101.3%,478件
6,700-749,1468円,142分,101.4%,539件
7,750-799,1223円,139分,101.2%,572件
8,800-849,2010円,135分,102%,565件
9,850-899,2020円,134分,102%,634件
10,900-949,1401円,134分,101.4%,642件
11,950-999,1890円,131分,101.9%,735件
12,1000-1049,2385円,126分,102.5%,743件
13,1050-1099,2358円,129分,102.4%,725件
14,1100-1149,2336円,122分,102.6%,722件
15,1150-1199,2759円,118分,103.1%,677件
16,1200-1249,2980円,118分,103.4%,645件
17,1250-1299,2935円,116分,103.4%,676件
18,1300-1349,3612円,110分,104.4%,623件
19,1350-1399,3099円,109分,103.8%,589件
20,1400-1449,2948円,108分,103.6%,583件
21,1450-1499,3569円,105分,104.5%,598件
22,1500-1549,3986円,100分,105.3%,542件
23,1550-1599,4129円,98分,105.6%,573件
24,1600-1649,4036円,97分,105.5%,544件
25,1650-1699,3855円,91分,105.6%,473件
26,1700-1749,4642円,90分,106.9%,444件
27,1750-1799,4856円,87分,107.4%,459件
28,1800-1849,5477円,83分,108.8%,393件
29,1850-1899,4344円,81分,107.1%,367件
30,1900-1949,5950円,77分,110.3%,357件
31,1950-1999,5031円,74分,109.1%,363件
32,2000-2049,5277円,71分,109.9%,367件
33,2050-2099,5731円,66分,111.6%,353件
34,2100-2149,5682円,65分,111.7%,329件
35,2150-2199,5340円,61分,111.6%,321件
36,2200-2249,6103円,57分,114.3%,300件
37,2250-2299,5472円,55分,113.2%,298件
38,2300-2349,6235円,51分,116.2%,246件
39,2350-2399,6243円,48分,117.3%,286件
40,2400-2449,7101円,45分,121.1%,266件
41,2450-2499,7339円,43分,122.6%,263件
42,2500-2549,7605円,43分,123.5%,309件
43,2550-2599,7634円,42分,124.2%,252件
44,2600-2649,8563円,39分,129.2%,228件
45,2650-2699,9453円,37分,134.1%,230件
46,2700-2749,10016円,35分,138.1%,221件
47,2750-2799,10720円,32分,144.1%,211件
48,2800-2849,11602円,29分,153.3%,187件
49,2850-2899,13046円,27分,165.6%,191件
50,2900-2949,13830円,23分,179.9%,168件
