,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3208円,131分,103.3%,3220件
1,950-999,3557円,129分,103.7%,3133件
2,1000-1049,3511円,128分,103.7%,2999件
3,1050-1099,3354円,126分,103.5%,2978件
4,1100-1149,3616円,122分,103.9%,2780件
5,1150-1199,3823円,119分,104.3%,2722件
6,1200-1249,3937円,118分,104.4%,2612件
7,1250-1299,4223円,115分,104.9%,2542件
8,1300-1349,4196円,112分,105%,2508件
9,1350-1399,3902円,110分,104.7%,2507件
10,1400-1449,4456円,106分,105.6%,2425件
11,1450-1499,4435円,105分,105.6%,2301件
12,1500-1549,4719円,102分,106.2%,2342件
13,1550-1599,4802円,99分,106.5%,2209件
14,1600-1649,4906円,96分,106.8%,2222件
15,1650-1699,4953円,94分,107%,2219件
16,1700-1749,5010円,91分,107.4%,2115件
17,1750-1799,5261円,88分,107.9%,1986件
18,1800-1849,5032円,85分,107.9%,2068件
19,1850-1899,5326円,81分,108.8%,2019件
20,1900-1949,4973円,77分,108.6%,1810件
21,1950-1999,5786円,74分,110.4%,1886件
22,2000-2049,5927円,71分,111.1%,1791件
23,2050-2099,5828円,68分,111.4%,1776件
24,2100-2149,5827円,65分,111.9%,1744件
25,2150-2199,6015円,62分,112.9%,1721件
26,2200-2249,6202円,58分,114.2%,1634件
27,2250-2299,6391円,55分,115.5%,1564件
28,2300-2349,6898円,51分,118.2%,1568件
29,2350-2399,6695円,49分,118.2%,1524件
30,2400-2449,7181円,46分,120.7%,1490件
31,2450-2499,7593円,44分,122.9%,1488件
32,2500-2549,7928円,43分,124.3%,1410件
33,2550-2599,7939円,43分,124.6%,1177件
