,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,3903円,129分,104%,1464件
1,1050-1099,4112円,127分,104.3%,1312件
2,1100-1149,4136円,124分,104.4%,1278件
3,1150-1199,3866円,123分,104.2%,1249件
4,1200-1249,3578円,120分,104%,1139件
5,1250-1299,4471円,116分,105.1%,1174件
6,1300-1349,5244円,114分,106.1%,1067件
7,1350-1399,4653円,112分,105.5%,1093件
8,1400-1449,4688円,108分,105.8%,1084件
9,1450-1499,4628円,105分,105.9%,1050件
10,1500-1549,4886円,103分,106.3%,1091件
11,1550-1599,5474円,100分,107.3%,994件
12,1600-1649,5769円,96分,108%,1021件
13,1650-1699,5582円,95分,107.8%,882件
14,1700-1749,5624円,91分,108.2%,919件
15,1750-1799,5958円,90分,108.8%,868件
16,1800-1849,5290円,86分,108.2%,836件
17,1850-1899,5884円,82分,109.5%,826件
18,1900-1949,6235円,78分,110.6%,834件
19,1950-1999,6365円,74分,111.4%,802件
20,2000-2049,6225円,72分,111.6%,777件
21,2050-2099,5978円,67分,111.9%,805件
22,2100-2149,6252円,65分,112.9%,740件
23,2150-2199,6696円,62分,114.3%,759件
24,2200-2249,6859円,58分,115.7%,763件
25,2250-2299,6607円,55分,116%,648件
26,2300-2349,6501円,51分,116.9%,680件
27,2350-2399,7111円,49分,119.2%,661件
28,2400-2449,7619円,47分,121.8%,658件
29,2450-2499,8049円,46分,123.5%,608件
30,2500-2549,7849円,44分,123.7%,625件
31,2550-2599,9015円,41分,129%,572件
32,2600-2649,9561円,40分,131.8%,559件
33,2650-2699,9870円,38分,134.6%,525件
34,2700-2749,10451円,36分,138.2%,476件
35,2750-2799,11500円,33分,146.8%,386件
36,2800-2849,12414円,30分,155.9%,346件
37,2850-2899,13016円,26分,165.6%,273件
38,2900-2949,14327円,24分,180.2%,185件
