,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,4938円,136分,104.8%,666件
1,700-749,4565円,137分,104.4%,883件
2,750-799,5232円,132分,105.3%,791件
3,800-849,5588円,131分,105.7%,709件
4,850-899,5639円,129分,105.8%,634件
5,900-949,5540円,128分,105.8%,579件
6,950-999,5140円,127分,105.4%,534件
7,1000-1049,5745円,122分,106.3%,514件
8,1050-1099,5793円,120分,106.4%,433件
9,1100-1149,6121円,119分,106.8%,401件
10,1150-1199,6035円,116分,106.9%,360件
11,1200-1249,6878円,115分,108%,388件
12,1250-1299,6559円,111分,107.9%,675件
13,1300-1349,6557円,107分,108.2%,372件
14,1350-1399,7432円,104分,109.5%,401件
15,1400-1449,7318円,102分,109.5%,373件
16,1450-1499,7085円,100分,109.4%,308件
17,1500-1549,6612円,98分,109%,319件
18,1550-1599,7786円,95分,111%,310件
19,1600-1649,8135円,93分,111.7%,286件
20,1650-1699,7887円,88分,111.9%,243件
21,1700-1749,8864円,85分,113.8%,252件
22,1750-1799,7854円,85分,112.3%,236件
23,1800-1849,8812円,82分,114.3%,264件
24,1850-1899,8520円,77分,114.8%,252件
25,1900-1949,7844円,77分,113.6%,235件
26,1950-1999,9688円,71分,118.1%,232件
27,2000-2049,9561円,71分,118%,219件
28,2050-2099,8884円,67分,117.6%,186件
29,2100-2149,10160円,65分,120.7%,221件
30,2150-2199,10190円,62分,122%,191件
31,2200-2249,9901円,55分,124.1%,201件
32,2250-2299,9768円,50分,125.8%,176件
33,2300-2349,10159円,45分,130%,187件
34,2350-2399,10894円,39分,137%,176件
35,2400-2449,10686円,37分,138.1%,172件
36,2450-2499,10642円,36分,139.2%,207件
37,2500-2549,11195円,35分,143.1%,186件
38,2550-2599,11060円,35分,141.8%,173件
39,2600-2649,12148円,32分,150.4%,180件
40,2650-2699,11470円,32分,147.3%,151件
41,2700-2749,12544円,29分,156.8%,166件
42,2750-2799,12572円,29分,157%,142件
43,2800-2849,13192円,27分,165.4%,155件
44,2850-2899,14274円,25分,176%,134件
45,2900-2949,14578円,21分,191.4%,131件
