,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1850円,140分,101.8%,189件
1,800-849,4495円,135分,104.4%,210件
2,850-899,3651円,135分,103.6%,229件
3,900-949,4462円,129分,104.6%,272件
4,950-999,3176円,133分,103.2%,277件
5,1000-1049,4304円,130分,104.4%,269件
6,1050-1099,4965円,124分,105.3%,311件
7,1100-1149,3648円,126分,103.9%,327件
8,1150-1199,3942円,120分,104.4%,360件
9,1200-1249,5265円,116分,106.1%,353件
10,1250-1299,5366円,118分,106.1%,351件
11,1300-1349,4933円,111分,105.9%,342件
12,1350-1399,5697円,105分,107.3%,343件
13,1400-1449,5256円,106分,106.6%,330件
14,1450-1499,5457円,105分,106.9%,334件
15,1500-1549,5338円,102分,107%,283件
16,1550-1599,4580円,100分,106.1%,273件
17,1600-1649,5291円,97分,107.3%,274件
18,1650-1699,5826円,92分,108.4%,286件
19,1700-1749,5758円,90分,108.5%,249件
20,1750-1799,5207円,88分,107.9%,255件
21,1800-1849,6124円,87分,109.4%,263件
22,1850-1899,6377円,80分,110.7%,223件
23,1900-1949,6904円,81分,111.4%,199件
24,1950-1999,6620円,74分,112%,216件
25,2000-2049,7860円,70分,115%,197件
26,2050-2099,5389円,69分,110.4%,173件
27,2100-2149,7520円,63分,115.9%,162件
28,2150-2199,6480円,59分,114.7%,179件
29,2200-2249,6855円,55分,116.5%,184件
30,2250-2299,8022円,50分,121.4%,164件
31,2300-2349,7732円,50分,120.7%,157件
32,2350-2399,6953円,48分,119.4%,143件
33,2400-2449,8573円,43分,126.3%,140件
34,2450-2499,7672円,46分,122.3%,140件
35,2500-2549,8593円,42分,127.1%,123件
36,2550-2599,9250円,41分,129.8%,130件
37,2600-2649,8928円,40分,129.4%,114件
38,2650-2699,9966円,36分,136.6%,120件
39,2700-2749,10847円,35分,141.2%,145件
40,2750-2799,11241円,32分,146.3%,124件
41,2800-2849,12184円,29分,155.3%,110件
42,2850-2899,13866円,26分,170.5%,107件
43,2900-2949,14032円,24分,176.8%,102件
