,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4014円,120分,104.4%,1139件
1,1250-1299,4902円,117分,105.6%,1174件
2,1300-1349,5676円,115分,106.6%,1067件
3,1350-1399,5071円,113分,106%,1093件
4,1400-1449,5091円,109分,106.2%,1084件
5,1450-1499,5020円,105分,106.3%,1050件
6,1500-1549,5270円,103分,106.8%,1091件
7,1550-1599,5856円,100分,107.8%,994件
8,1600-1649,6139円,97分,108.5%,1021件
9,1650-1699,5947円,96分,108.3%,882件
10,1700-1749,5974円,91分,108.7%,919件
11,1750-1799,6307円,90分,109.3%,868件
12,1800-1849,5616円,86分,108.7%,836件
13,1850-1899,6203円,82分,110%,826件
14,1900-1949,6540円,78分,111.1%,834件
15,1950-1999,6658円,75分,111.9%,802件
16,2000-2049,6505円,72分,112.1%,777件
17,2050-2099,6238円,67分,112.4%,805件
18,2100-2149,6503円,65分,113.4%,740件
19,2150-2199,6944円,62分,114.8%,759件
20,2200-2249,7092円,59分,116.2%,763件
21,2250-2299,6829円,55分,116.5%,648件
22,2300-2349,6708円,52分,117.3%,680件
23,2350-2399,7310円,50分,119.7%,661件
24,2400-2449,7817円,47分,122.2%,658件
25,2450-2499,8247円,46分,124%,608件
26,2500-2549,8047円,44分,124.2%,625件
27,2550-2599,9213円,42分,129.5%,572件
28,2600-2649,9759円,40分,132.3%,559件
29,2650-2699,10068円,38分,135.2%,525件
30,2700-2749,10649円,37分,138.8%,476件
31,2750-2799,11698円,33分,147.3%,386件
32,2800-2849,12612円,30分,156.5%,346件
33,2850-2899,13214円,27分,166.1%,273件
34,2900-2949,14525円,24分,180.7%,185件
