,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,516円,153分,100.4%,2042件
1,400-449,668円,150分,100.6%,2078件
2,450-499,748円,151分,100.7%,2172件
3,500-549,938円,148分,100.8%,2171件
4,550-599,801円,147分,100.7%,2160件
5,600-649,906円,143分,100.8%,2136件
6,650-699,1876円,141分,101.8%,2149件
7,700-749,935円,140分,100.9%,2480件
8,750-799,1491円,137分,101.5%,2425件
9,800-849,1263円,135分,101.2%,2420件
10,850-899,1950円,132分,102%,2269件
11,900-949,1785円,131分,101.8%,2168件
12,950-999,2028円,129分,102.1%,1910件
13,1000-1049,2114円,127分,102.2%,1854件
14,1050-1099,2337円,126分,102.5%,1723件
15,1100-1149,2063円,120分,102.3%,1605件
16,1150-1199,2710円,120分,103%,1615件
17,1200-1249,2840円,117分,103.2%,1513件
18,1250-1299,2893円,116分,103.3%,1436件
19,1300-1349,2880円,112分,103.4%,1493件
20,1350-1399,3561円,108分,104.4%,1463件
21,1400-1449,2857円,105分,103.6%,1346件
22,1450-1499,3736円,104分,104.8%,1168件
23,1500-1549,3778円,102分,104.9%,1192件
24,1550-1599,3910円,100分,105.2%,1206件
25,1600-1649,3781円,95分,105.3%,1112件
26,1650-1699,4243円,91分,106.2%,1160件
27,1700-1749,4393円,89分,106.6%,1045件
28,1750-1799,5039円,86分,107.8%,1053件
29,1800-1849,4427円,82分,107.2%,1044件
30,1850-1899,4720円,80分,107.9%,949件
31,1900-1949,4749円,76分,108.3%,984件
32,1950-1999,4774円,76分,108.4%,939件
33,2000-2049,5267円,71分,109.9%,909件
34,2050-2099,5826円,68分,111.5%,850件
35,2100-2149,5646円,65分,111.6%,886件
36,2150-2199,6008円,62分,113%,791件
37,2200-2249,5623円,59分,112.8%,773件
38,2250-2299,5954円,55分,114.4%,717件
39,2300-2349,6437円,50分,117.1%,733件
40,2350-2399,6297円,48分,117.6%,717件
41,2400-2449,6633円,46分,119.1%,676件
42,2450-2499,7514円,44分,122.8%,734件
43,2500-2549,8000円,42分,125.4%,688件
44,2550-2599,7915円,41分,125.9%,676件
45,2600-2649,8796円,39分,130.3%,600件
46,2650-2699,9255円,37分,133.4%,592件
47,2700-2749,10036円,34分,139%,530件
48,2750-2799,10664円,32分,143.8%,482件
49,2800-2849,11680円,29分,153.3%,420件
50,2850-2899,12393円,26分,163.8%,364件
51,2900-2949,13329円,23分,176.5%,278件
