,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,5285円,130分,105.4%,36件
1,950-999,3220円,122分,103.5%,43件
2,1000-1049,4979円,128分,105.2%,41件
3,1050-1099,4469円,115分,105.2%,53件
4,1100-1149,6673円,119分,107.5%,45件
5,1150-1199,4328円,122分,104.7%,64件
6,1200-1249,2264円,114分,102.7%,57件
7,1250-1299,4696円,110分,105.7%,65件
8,1300-1349,6328円,105分,108%,82件
9,1350-1399,5329円,109分,106.5%,84件
10,1400-1449,6306円,106分,107.9%,86件
11,1450-1499,6163円,105分,107.8%,86件
12,1500-1549,5045円,101分,106.7%,95件
13,1550-1599,4657円,101分,106.1%,109件
14,1600-1649,5571円,94分,107.9%,95件
15,1650-1699,5639円,92分,108.2%,85件
16,1700-1749,5532円,94分,107.8%,100件
17,1750-1799,7188円,83分,111.5%,93件
18,1800-1849,6301円,86分,109.8%,99件
19,1850-1899,7892円,78分,113.6%,105件
20,1900-1949,5083円,78分,108.7%,88件
21,1950-1999,7960円,69分,115.3%,84件
22,2000-2049,8293円,73分,115.1%,99件
23,2050-2099,7206円,65分,114.8%,72件
24,2100-2149,6153円,65分,112.6%,77件
25,2150-2199,6718円,58分,115.4%,68件
26,2200-2249,9101円,52分,123.5%,84件
27,2250-2299,6961円,50分,118.5%,48件
28,2300-2349,8616円,45分,125.3%,61件
29,2350-2399,8565円,41分,127.5%,51件
30,2400-2449,8409円,43分,126.2%,50件
31,2450-2499,8404円,40分,128.2%,57件
32,2500-2549,9396円,39分,131.8%,60件
33,2550-2599,9065円,40分,130.2%,61件
34,2600-2649,9090円,41分,129.9%,46件
35,2650-2699,9338円,38分,133%,49件
36,2700-2749,10232円,34分,139.8%,52件
37,2750-2799,10693円,32分,145%,47件
38,2800-2849,11312円,29分,152.8%,33件
39,2850-2899,12082円,24分,166.1%,50件
40,2900-2949,13766円,25分,174.7%,38件
