,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2144円,145分,102%,1513件
1,700-749,2674円,140分,102.5%,1465件
2,750-799,2455円,141分,102.3%,1297件
3,800-849,2814円,138分,102.7%,1277件
4,850-899,3283円,135分,103.3%,1145件
5,900-949,3690円,132分,103.7%,1098件
6,950-999,3019円,130分,103.1%,1979件
7,1000-1049,2859円,129分,102.9%,1105件
8,1050-1099,3386円,124分,103.6%,1193件
9,1100-1149,3421円,124分,103.7%,1013件
10,1150-1199,3843円,121分,104.2%,938件
11,1200-1249,3794円,117分,104.3%,896件
12,1250-1299,3989円,117分,104.6%,915件
13,1300-1349,3645円,113分,104.3%,816件
14,1350-1399,4160円,110分,105%,792件
15,1400-1449,5160円,108分,106.4%,738件
16,1450-1499,4588円,106分,105.8%,759件
17,1500-1549,4646円,102分,106.1%,782件
18,1550-1599,4613円,99分,106.2%,752件
19,1600-1649,4976円,96分,106.9%,733件
20,1650-1699,5651円,92分,108.2%,705件
21,1700-1749,5868円,90分,108.7%,689件
22,1750-1799,5370円,89分,108.1%,612件
23,1800-1849,5702円,84分,109.1%,641件
24,1850-1899,6343円,84分,110.1%,611件
25,1900-1949,5918円,77分,110.2%,597件
26,1950-1999,6260円,75分,111.1%,562件
27,2000-2049,5907円,71分,111%,551件
28,2050-2099,6797円,66分,113.7%,564件
29,2100-2149,6938円,63分,114.6%,559件
30,2150-2199,5966円,59分,113.4%,553件
31,2200-2249,6787円,57分,115.9%,525件
32,2250-2299,6759円,55分,116.5%,517件
33,2300-2349,7102円,50分,118.8%,529件
34,2350-2399,6706円,48分,118.5%,439件
35,2400-2449,6978円,46分,120%,486件
36,2450-2499,7748円,45分,122.9%,453件
37,2500-2549,8273円,43分,125.8%,449件
38,2550-2599,8867円,42分,128.4%,417件
39,2600-2649,8646円,39分,129.2%,444件
40,2650-2699,9547円,38分,133.8%,368件
41,2700-2749,10467円,35分,139.8%,388件
42,2750-2799,11091円,32分,146%,366件
43,2800-2849,11794円,30分,151.9%,327件
44,2850-2899,12994円,27分,163.6%,243件
45,2900-2949,13883円,23分,180.1%,189件
