,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3221円,146分,103%,30件
1,950-999,7047円,120分,107.8%,28件
2,1000-1049,3561円,129分,103.7%,35件
3,1050-1099,3941円,134分,103.9%,29件
4,1100-1149,6383円,125分,106.8%,47件
5,1150-1199,4787円,117分,105.5%,46件
6,1200-1249,5975円,116分,106.9%,63件
7,1250-1299,5513円,114分,106.4%,60件
8,1300-1349,5555円,115分,106.4%,73件
9,1350-1399,5743円,111分,106.9%,65件
10,1400-1449,5805円,105分,107.3%,70件
11,1450-1499,5082円,101分,106.7%,64件
12,1500-1549,5755円,97分,107.9%,74件
13,1550-1599,4534円,99分,106.1%,86件
14,1600-1649,5822円,93分,108.3%,88件
15,1650-1699,6256円,93分,109%,107件
16,1700-1749,6156円,90分,109.1%,90件
17,1750-1799,6884円,90分,110.3%,94件
18,1800-1849,7363円,86分,111.4%,88件
19,1850-1899,6580円,81分,110.8%,75件
20,1900-1949,6718円,76分,111.8%,104件
21,1950-1999,6456円,75分,111.5%,95件
22,2000-2049,6028円,70分,111.4%,85件
23,2050-2099,7833円,64分,116.3%,80件
24,2100-2149,5930円,64分,112.4%,63件
25,2150-2199,5892円,62分,112.6%,75件
26,2200-2249,6481円,59分,114.8%,54件
27,2250-2299,6011円,56分,114.2%,54件
28,2300-2349,6922円,49分,119%,60件
29,2350-2399,8252円,45分,124.5%,62件
30,2400-2449,7358円,46分,121.4%,47件
31,2450-2499,6499円,47分,118.5%,49件
32,2500-2549,8722円,42分,127.5%,59件
33,2550-2599,8574円,41分,127.7%,47件
34,2600-2649,9026円,40分,130.1%,57件
35,2650-2699,9114円,41分,130%,54件
36,2700-2749,10374円,36分,138.9%,42件
37,2750-2799,11656円,33分,147.6%,39件
38,2800-2849,11662円,29分,153.2%,37件
39,2850-2899,12898円,25分,169.4%,36件
40,2900-2949,13970円,24分,176.8%,47件
