,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5091円,113分,106%,725件
1,1350-1399,4540円,113分,105.4%,688件
2,1400-1449,5115円,110分,106.2%,685件
3,1450-1499,5573円,105分,107%,651件
4,1500-1549,5736円,102分,107.5%,693件
5,1550-1599,5789円,102分,107.6%,640件
6,1600-1649,5580円,96分,107.8%,589件
7,1650-1699,6124円,95分,108.6%,537件
8,1700-1749,6459円,92分,109.4%,546件
9,1750-1799,6908円,87分,110.6%,474件
10,1800-1849,5757円,86分,108.9%,446件
11,1850-1899,7290円,82分,111.8%,429件
12,1900-1949,6149円,79分,110.4%,426件
13,1950-1999,6443円,75分,111.4%,436件
14,2000-2049,6865円,71分,112.9%,426件
15,2050-2099,6714円,68分,113.1%,396件
16,2100-2149,6317円,66分,112.8%,376件
17,2150-2199,7214円,61分,115.7%,363件
18,2200-2249,6439円,60分,114.3%,355件
19,2250-2299,7530円,56分,118%,312件
20,2300-2349,6529円,53分,116.5%,330件
21,2350-2399,7289円,49分,119.9%,315件
22,2400-2449,7843円,46分,122.7%,318件
23,2450-2499,8053円,46分,123.3%,376件
24,2500-2549,8171円,45分,124.5%,300件
25,2550-2599,8960円,42分,128.2%,274件
26,2600-2649,9745円,40分,132.2%,282件
27,2650-2699,10556円,38分,137%,271件
28,2700-2749,10915円,36分,140.7%,249件
29,2750-2799,11837円,32分,149%,236件
30,2800-2849,13031円,31分,156.4%,231件
31,2850-2899,13937円,27分,169.1%,238件
32,2900-2949,14970円,24分,183.9%,187件
