,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2118円,145分,101.9%,792件
1,650-699,1625円,144分,101.5%,805件
2,700-749,2292円,140分,102.2%,841件
3,750-799,2612円,138分,102.5%,950件
4,800-849,1988円,138分,101.9%,949件
5,850-899,2057円,137分,102%,1041件
6,900-949,2576円,131分,102.6%,1069件
7,950-999,2655円,133分,102.7%,1070件
8,1000-1049,2650円,128分,102.8%,1050件
9,1050-1099,2868円,125分,103%,981件
10,1100-1149,3190円,125分,103.4%,946件
11,1150-1199,3081円,120分,103.4%,973件
12,1200-1249,3556円,117分,104.1%,904件
13,1250-1299,3285円,114分,103.8%,864件
14,1300-1349,3178円,114分,103.7%,872件
15,1350-1399,3443円,112分,104.1%,846件
16,1400-1449,3998円,106分,105%,798件
17,1450-1499,4038円,104分,105.2%,841件
18,1500-1549,4146円,103分,105.4%,773件
19,1550-1599,3978円,98分,105.4%,719件
20,1600-1649,4445円,96分,106.1%,658件
21,1650-1699,4807円,94分,106.8%,651件
22,1700-1749,5522円,89分,108.3%,592件
23,1750-1799,4717円,87分,107.2%,549件
24,1800-1849,5669円,84分,109%,529件
25,1850-1899,5188円,81分,108.6%,533件
26,1900-1949,5218円,78分,109%,532件
27,1950-1999,5389円,73分,109.8%,511件
28,2000-2049,5666円,71分,110.7%,498件
29,2050-2099,5338円,68分,110.5%,468件
30,2100-2149,6356円,64分,113.3%,446件
31,2150-2199,5463円,63分,111.5%,442件
32,2200-2249,6559円,59分,114.9%,399件
33,2250-2299,5467円,55分,113.2%,404件
34,2300-2349,6247円,51分,116.2%,387件
35,2350-2399,6891円,47分,119.6%,395件
36,2400-2449,6721円,47分,119%,451件
37,2450-2499,6997円,45分,120.6%,360件
38,2500-2549,7992円,43分,125%,333件
39,2550-2599,8309円,42分,126.3%,335件
40,2600-2649,9281円,39分,131.8%,338件
41,2650-2699,9600円,37分,134.5%,309件
42,2700-2749,10340円,34分,140.6%,298件
43,2750-2799,11367円,33分,145.9%,284件
44,2800-2849,12099円,29分,155%,290件
45,2850-2899,13286円,26分,167.4%,255件
46,2900-2949,13829円,24分,176.3%,187件
