,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4395円,118分,105%,21件
1,1000-1049,5453円,120分,106.1%,23件
2,1050-1099,1795円,112分,102.1%,28件
3,1100-1149,4655円,122分,105.1%,32件
4,1150-1199,3818円,107分,104.8%,41件
5,1200-1249,6502円,105分,108.3%,33件
6,1250-1299,4695円,108分,105.8%,43件
7,1300-1349,1961円,104分,102.5%,38件
8,1350-1399,5210円,99分,107%,46件
9,1400-1449,4876円,96分,106.8%,48件
10,1450-1499,5684円,98分,107.7%,64件
11,1500-1549,5542円,100分,107.4%,63件
12,1550-1599,5036円,99分,106.8%,60件
13,1600-1649,4976円,91分,107.3%,73件
14,1650-1699,4784円,92分,107%,75件
15,1700-1749,6250円,84分,109.9%,72件
16,1750-1799,6504円,81分,110.6%,62件
17,1800-1849,5337円,87分,108.2%,64件
18,1850-1899,6808円,76分,111.9%,57件
19,1900-1949,5819円,79分,109.8%,69件
20,1950-1999,7281円,72分,113.5%,70件
21,2000-2049,6172円,68分,112.1%,61件
22,2050-2099,7497円,63分,115.9%,53件
23,2100-2149,8384円,66分,117%,68件
24,2150-2199,6467円,58分,114.8%,48件
25,2200-2249,5422円,56分,112.8%,53件
26,2250-2299,7826円,49分,121.4%,52件
27,2300-2349,9747円,40分,132.5%,53件
28,2350-2399,7012円,42分,122.2%,38件
29,2400-2449,8592円,39分,129.6%,40件
30,2450-2499,9315円,34分,136.1%,35件
31,2500-2549,9054円,39分,131.2%,34件
32,2550-2599,9539円,33分,138.2%,43件
33,2600-2649,10102円,34分,139.4%,44件
34,2650-2699,10492円,33分,142.8%,43件
35,2700-2749,10152円,35分,139.2%,29件
36,2750-2799,10915円,30分,148%,33件
37,2800-2849,11374円,28分,154.2%,38件
38,2850-2899,11798円,24分,164.4%,33件
39,2900-2949,12517円,21分,179%,19件
