,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2886円,162分,97.6%,592件
1,150-199,-1777円,159分,98.5%,1059件
2,200-249,-2585円,159分,97.8%,1493件
3,250-299,-2210円,156分,98.1%,1761件
4,300-349,-1687円,154分,98.5%,1978件
5,350-399,-1402円,151分,98.8%,2042件
6,400-449,-1217円,148分,98.9%,2078件
7,450-499,-1149円,149分,99%,2172件
8,500-549,-930円,146分,99.2%,2171件
9,550-599,-1048円,145分,99%,2160件
10,600-649,-901円,142分,99.2%,2136件
11,650-699,64円,139分,100.1%,2149件
12,700-749,-839円,139分,99.2%,2480件
13,750-799,-258円,135分,99.7%,2425件
14,800-849,-457円,134分,99.5%,2420件
15,850-899,248円,131分,100.3%,2269件
16,900-949,104円,130分,100.1%,2168件
17,950-999,364円,127分,100.4%,1910件
18,1000-1049,477円,125分,100.5%,1854件
19,1050-1099,701円,125分,100.7%,1723件
20,1100-1149,528円,119分,100.6%,1605件
21,1150-1199,1153円,118分,101.3%,1615件
22,1200-1249,1325円,115分,101.5%,1513件
23,1250-1299,1379円,115分,101.6%,1436件
24,1300-1349,1419円,111分,101.7%,1493件
25,1350-1399,2125円,107分,102.7%,1463件
26,1400-1449,1495円,104分,101.9%,1346件
27,1450-1499,2352円,103分,103.1%,1168件
28,1500-1549,2422円,101分,103.2%,1192件
29,1550-1599,2575円,99分,103.5%,1206件
30,1600-1649,2522円,94分,103.6%,1112件
31,1650-1699,3015円,90分,104.4%,1160件
32,1700-1749,3199円,88分,104.9%,1045件
33,1750-1799,3852円,85分,106%,1053件
34,1800-1849,3329円,81分,105.5%,1044件
35,1850-1899,3635円,79分,106.1%,949件
36,1900-1949,3717円,75分,106.6%,984件
37,1950-1999,3760円,75分,106.7%,939件
38,2000-2049,4283円,70分,108.1%,909件
39,2050-2099,4864円,67分,109.7%,850件
40,2100-2149,4746円,64分,109.9%,886件
41,2150-2199,5134円,61分,111.2%,791件
42,2200-2249,4810円,58分,111.1%,773件
43,2250-2299,5177円,54分,112.7%,717件
44,2300-2349,5709円,50分,115.4%,733件
45,2350-2399,5605円,47分,115.9%,717件
46,2400-2449,5951円,46分,117.4%,676件
47,2450-2499,6835円,43分,121.1%,734件
48,2500-2549,7346円,41分,123.7%,688件
49,2550-2599,7261円,40分,124.1%,676件
50,2600-2649,8141円,38分,128.4%,600件
51,2650-2699,8601円,36分,131.5%,592件
52,2700-2749,9382円,34分,137.1%,530件
53,2750-2799,10010円,32分,141.8%,482件
54,2800-2849,11026円,29分,151.3%,420件
55,2850-2899,11739円,25分,161.8%,364件
56,2900-2949,12675円,23分,174.6%,278件
