,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,3059円,139分,102.9%,129件
1,750-799,3108円,137分,103%,140件
2,800-849,2948円,137分,102.9%,161件
3,850-899,2278円,137分,102.2%,196件
4,900-949,2916円,133分,102.9%,189件
5,950-999,3338円,132分,103.4%,193件
6,1000-1049,4429円,126分,104.7%,260件
7,1050-1099,3904円,124分,104.2%,229件
8,1100-1149,4072円,123分,104.4%,283件
9,1150-1199,4131円,123分,104.5%,267件
10,1200-1249,4182円,117分,104.8%,305件
11,1250-1299,3261円,116分,103.7%,323件
12,1300-1349,4081円,115分,104.7%,312件
13,1350-1399,4438円,110分,105.4%,265件
14,1400-1449,3848円,112分,104.6%,278件
15,1450-1499,4495円,104分,105.8%,293件
16,1500-1549,4045円,104分,105.2%,286件
17,1550-1599,5271円,98分,107.2%,285件
18,1600-1649,4272円,94分,106%,275件
19,1650-1699,6129円,91分,108.9%,276件
20,1700-1749,6296円,91分,109.3%,296件
21,1750-1799,5537円,86分,108.6%,246件
22,1800-1849,5575円,84分,108.8%,252件
23,1850-1899,5938円,79分,110%,230件
24,1900-1949,6003円,75分,110.7%,230件
25,1950-1999,7037円,73分,112.8%,208件
26,2000-2049,6600円,71分,112.4%,201件
27,2050-2099,6627円,65分,113.6%,187件
28,2100-2149,6817円,65分,114.1%,185件
29,2150-2199,7234円,60分,116.1%,185件
30,2200-2249,6186円,59分,114%,175件
31,2250-2299,4611円,59分,110.4%,160件
32,2300-2349,6876円,50分,118.4%,155件
33,2350-2399,6785円,48分,118.7%,152件
34,2400-2449,7206円,46分,121.1%,152件
35,2450-2499,7597円,45分,122.5%,153件
36,2500-2549,7796円,43分,124.2%,127件
37,2550-2599,8033円,41分,126.3%,147件
38,2600-2649,8495円,41分,127.6%,121件
39,2650-2699,9830円,36分,136.3%,127件
40,2700-2749,10642円,35分,140.8%,100件
41,2750-2799,11144円,33分,145.6%,119件
42,2800-2849,11703円,32分,149%,104件
43,2850-2899,13131円,26分,166.1%,100件
44,2900-2949,14560円,23分,184.2%,91件
