,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,2990円,131分,103%,2151件
1,1000-1049,2728円,130分,102.8%,2086件
2,1050-1099,3028円,126分,103.2%,2003件
3,1100-1149,3567円,123分,103.9%,2061件
4,1150-1199,4222円,122分,104.6%,1888件
5,1200-1249,3663円,119分,104.1%,1911件
6,1250-1299,4280円,115分,105%,1900件
7,1300-1349,3477円,115分,104%,1791件
8,1350-1399,3755円,112分,104.5%,1836件
9,1400-1449,4447円,108分,105.5%,1730件
10,1450-1499,4608円,106分,105.8%,1749件
11,1500-1549,4598円,103分,106%,1625件
12,1550-1599,4723円,99分,106.4%,1633件
13,1600-1649,5060円,98分,106.9%,1540件
14,1650-1699,4557円,95分,106.4%,1511件
15,1700-1749,4980円,91分,107.3%,1446件
16,1750-1799,5331円,88分,108.1%,1456件
17,1800-1849,4864円,85分,107.7%,1403件
18,1850-1899,5021円,82分,108.2%,1368件
19,1900-1949,5012円,77分,108.6%,1373件
20,1950-1999,5745円,75分,110.2%,1330件
21,2000-2049,5559円,72分,110.3%,1312件
22,2050-2099,5893円,69分,111.3%,1268件
23,2100-2149,5861円,66分,111.8%,1169件
24,2150-2199,5487円,63分,111.7%,1164件
25,2200-2249,6323円,60分,114.1%,1147件
26,2250-2299,6391円,55分,115.4%,1147件
27,2300-2349,6485円,52分,116.5%,1061件
28,2350-2399,6542円,49分,117.7%,1096件
29,2400-2449,7132円,47分,120.1%,1015件
30,2450-2499,7638円,46分,122.2%,1015件
31,2500-2549,8022円,44分,124.1%,954件
32,2550-2599,8701円,43分,127.1%,853件
33,2600-2649,9278円,40分,131.3%,708件
34,2650-2699,9808円,38分,134.3%,631件
35,2700-2749,10389円,35分,139.3%,473件
36,2750-2799,11367円,33分,145.9%,370件
37,2800-2849,12132円,30分,154.7%,317件
38,2850-2899,13565円,27分,167.9%,264件
39,2900-2949,13906円,25分,175.7%,192件
