,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4825円,119分,105.4%,1899件
1,1250-1299,5128円,114分,106%,1879件
2,1300-1349,5154円,114分,106%,1779件
3,1350-1399,5012円,111分,106%,1730件
4,1400-1449,5548円,108分,106.9%,1732件
5,1450-1499,5167円,106分,106.5%,1729件
6,1500-1549,5247円,102分,106.9%,1619件
7,1550-1599,5507円,100分,107.3%,1562件
8,1600-1649,6078円,98分,108.3%,1620件
9,1650-1699,6062円,94分,108.6%,1498件
10,1700-1749,6079円,91分,108.9%,1512件
11,1750-1799,6180円,89分,109.2%,1508件
12,1800-1849,5874円,87分,109%,1416件
13,1850-1899,6472円,83分,110.4%,1354件
14,1900-1949,6189円,79分,110.5%,1405件
15,1950-1999,6313円,75分,111.2%,1331件
16,2000-2049,6050円,71分,111.4%,1275件
17,2050-2099,6659円,68分,113.1%,1275件
18,2100-2149,7094円,65分,114.6%,1230件
19,2150-2199,6721円,61分,114.6%,1191件
20,2200-2249,6868円,58分,115.7%,1193件
21,2250-2299,7037円,55分,117.1%,1180件
22,2300-2349,7251円,51分,118.8%,1143件
23,2350-2399,7217円,49分,119.6%,1047件
24,2400-2449,7960円,45分,123.4%,1064件
25,2450-2499,7928円,45分,123.4%,1024件
26,2500-2549,8299円,44分,125.2%,986件
27,2550-2599,8728円,41分,128.1%,1018件
28,2600-2649,9309円,40分,131.1%,949件
29,2650-2699,9440円,40分,131.8%,808件
