,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4056円,114分,104.7%,22件
1,1150-1199,8247円,122分,109%,24件
2,1200-1249,7391円,110分,109%,33件
3,1250-1299,10731円,110分,113%,30件
4,1300-1349,7201円,109分,108.8%,33件
5,1350-1399,6582円,101分,108.7%,31件
6,1400-1449,8508円,99分,111.4%,41件
7,1450-1499,8382円,95分,111.8%,42件
8,1500-1549,9167円,96分,112.7%,47件
9,1550-1599,9704円,99分,113.1%,55件
10,1600-1649,7426円,97分,110.2%,49件
11,1650-1699,8750円,89分,113%,63件
12,1700-1749,7740円,93分,111.1%,60件
13,1750-1799,9632円,84分,115.2%,66件
14,1800-1849,10086円,78分,117.2%,57件
15,1850-1899,8205円,86分,112.7%,55件
16,1900-1949,10363円,75分,118.3%,52件
17,1950-1999,8540円,78分,114.6%,58件
18,2000-2049,9576円,71分,117.9%,58件
19,2050-2099,8329円,67分,116.6%,51件
20,2100-2149,10631円,60分,123.8%,42件
21,2150-2199,11022円,62分,123.7%,58件
22,2200-2249,8356円,54分,120.7%,36件
23,2250-2299,7955円,53分,120.1%,47件
24,2300-2349,10481円,45分,130.7%,48件
25,2350-2399,11150円,38分,138.7%,41件
26,2400-2449,8314円,44分,125%,31件
27,2450-2499,11460円,36分,142.7%,33件
28,2500-2549,11105円,33分,145.3%,28件
29,2550-2599,11774円,35分,145.4%,31件
30,2600-2649,11497円,35分,144%,28件
31,2650-2699,12344円,33分,149.9%,38件
32,2700-2749,12461円,30分,155.4%,32件
33,2750-2799,12463円,32分,152.3%,28件
34,2800-2849,12878円,28分,160.6%,26件
35,2850-2899,13469円,26分,169.5%,31件
36,2900-2949,13880円,22分,184.9%,28件
