,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-123円,149分,99.9%,149件
1,450-499,-1387円,150分,98.8%,183件
2,500-549,-1077円,150分,99%,224件
3,550-599,-275円,140分,99.7%,295件
4,600-649,-1839円,144分,98.3%,332件
5,650-699,301円,140分,100.3%,357件
6,700-749,115円,139分,100.1%,404件
7,750-799,309円,137分,100.3%,455件
8,800-849,75円,136分,100.1%,487件
9,850-899,518円,132分,100.5%,469件
10,900-949,689円,130分,100.7%,523件
11,950-999,43円,130分,100%,542件
12,1000-1049,268円,126分,100.3%,596件
13,1050-1099,1303円,120分,101.4%,612件
14,1100-1149,1214円,125分,101.3%,603件
15,1150-1199,1251円,118分,101.4%,612件
16,1200-1249,2013円,113分,102.4%,583件
17,1250-1299,1519円,114分,101.8%,528件
18,1300-1349,1555円,112分,101.9%,554件
19,1350-1399,2473円,107分,103.1%,518件
20,1400-1449,1850円,105分,102.3%,480件
21,1450-1499,2147円,103分,102.8%,488件
22,1500-1549,2549円,101分,103.4%,486件
23,1550-1599,3303円,96分,104.6%,458件
24,1600-1649,2790円,94分,104%,460件
25,1650-1699,3250円,93分,104.7%,449件
26,1700-1749,2840円,88分,104.3%,391件
27,1750-1799,3759円,86分,105.8%,358件
28,1800-1849,3730円,83分,106%,379件
29,1850-1899,4568円,79分,107.7%,323件
30,1900-1949,3725円,76分,106.5%,307件
31,1950-1999,5409円,73分,109.9%,307件
32,2000-2049,3981円,70分,107.6%,298件
33,2050-2099,4344円,67分,108.6%,301件
34,2100-2149,4948円,62分,110.7%,289件
35,2150-2199,5088円,60分,111.3%,271件
36,2200-2249,5120円,57分,112%,270件
37,2250-2299,5639円,52分,114.6%,236件
38,2300-2349,4714円,52分,112%,245件
39,2350-2399,5823円,48分,116.2%,206件
40,2400-2449,5954円,46分,117.2%,237件
41,2450-2499,7136円,42分,122.5%,222件
42,2500-2549,7105円,41分,122.9%,216件
43,2550-2599,7499円,41分,124.6%,255件
44,2600-2649,7665円,39分,125.9%,214件
45,2650-2699,8506円,36分,131.3%,189件
46,2700-2749,9456円,34分,137%,190件
47,2750-2799,10003円,33分,141%,178件
48,2800-2849,10976円,29分,150.5%,175件
49,2850-2899,11719円,26分,161.3%,149件
50,2900-2949,13225円,23分,176.4%,137件
