,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-435円,157分,99.6%,3527件
1,350-399,-380円,156分,99.7%,3180件
2,400-449,227円,152分,100.2%,2982件
3,450-499,99円,152分,100.1%,2564件
4,500-549,72円,150分,100.1%,2340件
5,550-599,292円,148分,100.3%,2199件
6,600-649,733円,144分,100.7%,2101件
7,650-699,435円,144分,100.4%,1842件
8,700-749,736円,142分,100.7%,1804件
9,750-799,1264円,138分,101.2%,1665件
10,800-849,1643円,136分,101.6%,1609件
11,850-899,1334円,132分,101.3%,2851件
12,900-949,1470円,132分,101.5%,1650件
13,950-999,1404円,130分,101.4%,1700件
14,1000-1049,1824円,127分,101.9%,1464件
15,1050-1099,2058円,125分,102.2%,1312件
16,1100-1149,2115円,123分,102.3%,1278件
17,1150-1199,1891円,121分,102.1%,1249件
18,1200-1249,1664円,118分,101.9%,1139件
19,1250-1299,2577円,114分,103%,1174件
20,1300-1349,3347円,113分,104%,1067件
21,1350-1399,2813円,110分,103.4%,1093件
22,1400-1449,2919円,107分,103.6%,1084件
23,1450-1499,2906円,104分,103.7%,1050件
24,1500-1549,3195円,101分,104.2%,1091件
25,1550-1599,3796円,98分,105.2%,994件
26,1600-1649,4140円,95分,105.8%,1021件
27,1650-1699,3979円,94分,105.7%,882件
28,1700-1749,4087円,90分,106.1%,919件
29,1750-1799,4426円,89分,106.7%,868件
30,1800-1849,3859円,84分,106.1%,836件
31,1850-1899,4482円,81分,107.4%,826件
32,1900-1949,4894円,77分,108.5%,834件
33,1950-1999,5081円,73分,109.2%,802件
34,2000-2049,4991円,70分,109.4%,777件
35,2050-2099,4837円,66分,109.8%,805件
36,2100-2149,5148円,64分,110.8%,740件
37,2150-2199,5606円,61分,112.2%,759件
38,2200-2249,5834円,57分,113.6%,763件
39,2250-2299,5630円,54分,113.8%,648件
40,2300-2349,5595円,51分,114.7%,680件
41,2350-2399,6236円,49分,117.1%,661件
42,2400-2449,6749円,46分,119.6%,658件
43,2450-2499,7178円,45分,121.3%,608件
44,2500-2549,6979円,43分,121.4%,625件
45,2550-2599,8145円,41分,126.7%,572件
46,2600-2649,8691円,39分,129.4%,559件
47,2650-2699,9000円,37分,132.2%,525件
48,2700-2749,9581円,36分,135.8%,476件
49,2750-2799,10630円,32分,144.3%,386件
50,2800-2849,11544円,29分,153.4%,346件
51,2850-2899,12146円,26分,163%,273件
52,2900-2949,13457円,23分,177.8%,185件
