,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,246円,149分,100.2%,149件
1,450-499,-1028円,151分,99.1%,183件
2,500-549,-713円,150分,99.4%,224件
3,550-599,69円,140分,100.1%,295件
4,600-649,-1497円,144分,98.6%,332件
5,650-699,649円,140分,100.6%,357件
6,700-749,458円,139分,100.4%,404件
7,750-799,650円,137分,100.6%,455件
8,800-849,412円,136分,100.4%,487件
9,850-899,848円,132分,100.9%,469件
10,900-949,1013円,130分,101%,523件
11,950-999,364円,131分,100.4%,542件
12,1000-1049,581円,127分,100.6%,596件
13,1050-1099,1605円,120分,101.8%,612件
14,1100-1149,1530円,125分,101.6%,603件
15,1150-1199,1548円,119分,101.7%,612件
16,1200-1249,2304円,113分,102.7%,583件
17,1250-1299,1808円,115分,102.1%,528件
18,1300-1349,1836円,112分,102.2%,554件
19,1350-1399,2750円,107分,103.4%,518件
20,1400-1449,2115円,106分,102.7%,480件
21,1450-1499,2410円,104分,103.1%,488件
22,1500-1549,2809円,102分,103.7%,486件
23,1550-1599,3556円,96分,104.9%,458件
24,1600-1649,3032円,94分,104.3%,460件
25,1650-1699,3492円,93分,105%,449件
26,1700-1749,3063円,88分,104.7%,391件
27,1750-1799,3989円,86分,106.2%,358件
28,1800-1849,3948円,83分,106.3%,379件
29,1850-1899,4781円,79分,108.1%,323件
30,1900-1949,3925円,77分,106.8%,307件
31,1950-1999,5613円,73分,110.2%,307件
32,2000-2049,4165円,70分,107.9%,298件
33,2050-2099,4521円,67分,109%,301件
34,2100-2149,5117円,62分,111%,289件
35,2150-2199,5249円,60分,111.6%,271件
36,2200-2249,5275円,57分,112.3%,270件
37,2250-2299,5782円,52分,114.9%,236件
38,2300-2349,4849円,52分,112.4%,245件
39,2350-2399,5955円,48分,116.6%,206件
40,2400-2449,6084円,46分,117.6%,237件
41,2450-2499,7266円,42分,122.9%,222件
42,2500-2549,7235円,42分,123.2%,216件
43,2550-2599,7629円,41分,124.9%,255件
44,2600-2649,7795円,40分,126.3%,214件
45,2650-2699,8636円,36分,131.7%,189件
46,2700-2749,9586円,34分,137.4%,190件
47,2750-2799,10133円,33分,141.4%,178件
48,2800-2849,11106円,29分,150.9%,175件
49,2850-2899,11849円,26分,161.7%,149件
50,2900-2949,13355円,23分,176.7%,137件
